event,n_tracks,sigma_scatt,sigma_res,phi_max,epsilon,wall_time_s,efficiency,ghost_rate,clone_fraction,mean_purity,hit_efficiency,n_candidates,n_reconstructible
7,10,0.0004,0.0,0.02,0.0016971888521905864,0.04,1.0,0.0,0.0,1.0,1.0,10,10
8,10,0.0004,0.0,0.02,0.0016971888521905864,0.04,1.0,0.0,0.0,1.0,1.0,10,10
9,10,0.0004,0.0,0.02,0.0016971888521905864,0.04,1.0,0.0,0.0,1.0,1.0,10,10
10,10,0.0004,0.0,0.02,0.0016971888521905864,0.04,1.0,0.0,0.0,1.0,1.0,10,10
11,10,0.0004,0.0,0.02,0.0016971888521905864,0.04,0.8,0.0,0.0,1.0,1.0,8,10
12,10,0.0004,0.0,0.02,0.0016971888521905864,0.04,1.0,0.0,0.0,1.0,1.0,10,10
13,10,0.0004,0.0,0.02,0.0016971888521905864,0.04,1.0,0.0,0.0,1.0,1.0,10,10
14,10,0.0004,0.0,0.02,0.0016971888521905864,0.04,0.9,0.0,0.0,1.0,1.0,9,10
15,10,0.0004,0.0,0.02,0.0016971888521905864,0.04,1.0,0.0,0.0,1.0,0.9800000000000001,10,10
16,10,0.0004,0.0,0.02,0.0016971888521905864,0.04,1.0,0.0,0.0,1.0,1.0,10,10
17,10,0.0004,0.0,0.02,0.0016971888521905864,0.04,1.0,0.0,0.0,1.0,1.0,10,10
18,10,0.0004,0.0,0.02,0.0016971888521905864,0.04,1.0,0.0,0.0,1.0,1.0,10,10
19,10,0.0004,0.0,0.02,0.0016971888521905864,0.04,1.0,0.0,0.0,1.0,1.0,10,10
0,20,0.0004,0.0,0.02,0.0016971888521905864,0.32,1.0,0.0,0.0,1.0,1.0,20,20
1,20,0.0004,0.0,0.02,0.0016971888521905864,0.3,1.0,0.0,0.0,1.0,1.0,20,20
2,20,0.0004,0.0,0.02,0.0016971888521905864,0.3,0.9,0.05263157894736842,0.0,1.0,1.0,19,20
3,20,0.0004,0.0,0.02,0.0016971888521905864,0.29,1.0,0.0,0.0,1.0,1.0,20,20
4,20,0.0004,0.0,0.02,0.0016971888521905864,0.31,0.4,0.2727272727272727,0.0,1.0,1.0,11,20
5,20,0.0004,0.0,0.02,0.0016971888521905864,0.3,1.0,0.0,0.0,1.0,1.0,20,20
6,20,0.0004,0.0,0.02,0.0016971888521905864,0.3,1.0,0.0,0.0,1.0,1.0,20,20
7,20,0.0004,0.0,0.02,0.0016971888521905864,0.3,0.9,0.05263157894736842,0.0,1.0,1.0,19,20
8,20,0.0004,0.0,0.02,0.0016971888521905864,0.3,0.9,0.05263157894736842,0.0,1.0,1.0,19,20
9,20,0.0004,0.0,0.02,0.0016971888521905864,0.3,1.0,0.0,0.0,1.0,1.0,20,20
10,20,0.0004,0.0,0.02,0.0016971888521905864,0.3,1.0,0.0,0.0,1.0,1.0,20,20
11,20,0.0004,0.0,0.02,0.0016971888521905864,0.3,1.0,0.0,0.0,1.0,1.0,20,20
12,20,0.0004,0.0,0.02,0.0016971888521905864,0.3,1.0,0.0,0.0,1.0,1.0,20,20
13,20,0.0004,0.0,0.02,0.0016971888521905864,0.3,1.0,0.0,0.0,1.0,1.0,20,20
14,20,0.0004,0.0,0.02,0.0016971888521905864,0.3,1.0,0.0,0.0,1.0,1.0,20,20
15,20,0.0004,0.0,0.02,0.0016971888521905864,0.32,0.9,0.05263157894736842,0.0,1.0,1.0,19,20
16,20,0.0004,0.0,0.02,0.0016971888521905864,0.3,1.0,0.0,0.0,1.0,1.0,20,20
17,20,0.0004,0.0,0.02,0.0016971888521905864,0.3,0.9,0.05263157894736842,0.0,1.0,1.0,19,20
18,20,0.0004,0.0,0.02,0.0016971888521905864,0.3,0.9,0.05263157894736842,0.0,1.0,1.0,19,20
19,20,0.0004,0.0,0.02,0.0016971888521905864,0.3,1.0,0.0,0.0,1.0,1.0,20,20
0,50,0.0004,0.0,0.02,0.0016971888521905864,5.89,0.92,0.02127659574468085,0.0,1.0,1.0,47,50
1,50,0.0004,0.0,0.02,0.0016971888521905864,5.15,0.96,0.02040816326530612,0.0,1.0,1.0,49,50
2,50,0.0004,0.0,0.02,0.0016971888521905864,4.44,0.0,1.0,0.0,0.0,0.0,1,50
3,50,0.0004,0.0,0.02,0.0016971888521905864,4.37,0.88,0.043478260869565216,0.0,1.0,1.0,46,50
4,50,0.0004,0.0,0.02,0.0016971888521905864,4.31,0.76,0.09523809523809523,0.0,1.0,1.0,42,50
5,50,0.0004,0.0,0.02,0.0016971888521905864,4.55,0.96,0.0,0.0,1.0,1.0,48,50
6,50,0.0004,0.0,0.02,0.0016971888521905864,5.07,1.0,0.0,0.0,1.0,1.0,50,50
7,50,0.0004,0.0,0.02,0.0016971888521905864,5.45,0.64,0.13513513513513514,0.0,1.0,1.0,37,50
8,50,0.0004,0.0,0.02,0.0016971888521905864,4.32,1.0,0.0,0.0,1.0,1.0,50,50
9,50,0.0004,0.0,0.02,0.0016971888521905864,4.81,0.92,0.02127659574468085,0.0,1.0,1.0,47,50
10,50,0.0004,0.0,0.02,0.0016971888521905864,5.44,0.92,0.02127659574468085,0.0,1.0,1.0,47,50
11,50,0.0004,0.0,0.02,0.0016971888521905864,4.48,0.82,0.06818181818181818,0.0,1.0,1.0,44,50
12,50,0.0004,0.0,0.02,0.0016971888521905864,4.44,0.88,0.06382978723404255,0.0,1.0,1.0,47,50
13,50,0.0004,0.0,0.02,0.0016971888521905864,6.38,0.7,0.07894736842105263,0.0,1.0,1.0,38,50
14,50,0.0004,0.0,0.02,0.0016971888521905864,6.65,0.88,0.043478260869565216,0.0,1.0,1.0,46,50
15,50,0.0004,0.0,0.02,0.0016971888521905864,6.46,1.0,0.0,0.0,1.0,1.0,50,50
16,50,0.0004,0.0,0.02,0.0016971888521905864,6.53,0.68,0.08108108108108109,0.0,1.0,1.0,37,50
17,50,0.0004,0.0,0.02,0.0016971888521905864,6.38,0.92,0.02127659574468085,0.0,1.0,1.0,47,50
18,50,0.0004,0.0,0.02,0.0016971888521905864,4.68,0.88,0.06382978723404255,0.0,1.0,1.0,47,50
19,50,0.0004,0.0,0.02,0.0016971888521905864,5.8,0.88,0.043478260869565216,0.0,1.0,1.0,46,50
0,100,0.0004,0.0,0.02,0.0016971888521905864,63.65,1.0,0.0,0.0,1.0,1.0,100,100
1,100,0.0004,0.0,0.02,0.0016971888521905864,63.79,0.89,0.043010752688172046,0.0,1.0,1.0,93,100
2,100,0.0004,0.0,0.02,0.0016971888521905864,64.19,0.03,0.25,0.0,1.0,1.0,4,100
3,100,0.0004,0.0,0.02,0.0016971888521905864,63.88,1.0,0.0,0.0,1.0,1.0,100,100
4,100,0.0004,0.0,0.02,0.0016971888521905864,63.9,0.92,0.02127659574468085,0.0,1.0,1.0,94,100
5,100,0.0004,0.0,0.02,0.0016971888521905864,63.87,0.89,0.02197802197802198,0.0,1.0,1.0,91,100
6,100,0.0004,0.0,0.02,0.0016971888521905864,63.93,0.37,0.0975609756097561,0.0,1.0,1.0,41,100
7,100,0.0004,0.0,0.02,0.0016971888521905864,63.93,0.66,0.05714285714285714,0.0,1.0,1.0,70,100
8,100,0.0004,0.0,0.02,0.0016971888521905864,63.97,0.8,0.058823529411764705,0.0,1.0,1.0,85,100
9,100,0.0004,0.0,0.02,0.0016971888521905864,63.61,0.72,0.06493506493506493,0.0,1.0,1.0,77,100
10,100,0.0004,0.0,0.02,0.0016971888521905864,63.66,0.5,0.09090909090909091,0.0,1.0,1.0,55,100
11,100,0.0004,0.0,0.02,0.0016971888521905864,63.99,0.78,0.04878048780487805,0.0,1.0,1.0,82,100
12,100,0.0004,0.0,0.02,0.0016971888521905864,64.1,0.08,0.2,0.0,1.0,1.0,10,100
13,100,0.0004,0.0,0.02,0.0016971888521905864,63.56,0.71,0.08974358974358974,0.0,1.0,1.0,78,100
14,100,0.0004,0.0,0.02,0.0016971888521905864,63.6,1.0,0.0,0.0,1.0,1.0,100,100
15,100,0.0004,0.0,0.02,0.0016971888521905864,63.72,0.87,0.03333333333333333,0.0,1.0,1.0,90,100
16,100,0.0004,0.0,0.02,0.0016971888521905864,63.65,0.75,0.0625,0.0,1.0,1.0,80,100
17,100,0.0004,0.0,0.02,0.0016971888521905864,63.91,1.0,0.0,0.0,1.0,1.0,100,100
18,100,0.0004,0.0,0.02,0.0016971888521905864,63.65,1.0,0.0,0.0,1.0,1.0,100,100
19,100,0.0004,0.0,0.02,0.0016971888521905864,63.57,0.77,0.06097560975609756,0.0,1.0,1.0,82,100
0,10,0.0006,0.0,0.02,0.002545672799084753,0.05,1.0,0.0,0.0,1.0,1.0,10,10
1,10,0.0006,0.0,0.02,0.002545672799084753,0.04,1.0,0.0,0.0,1.0,1.0,10,10
2,10,0.0006,0.0,0.02,0.002545672799084753,0.04,1.0,0.0,0.0,1.0,1.0,10,10
3,10,0.0006,0.0,0.02,0.002545672799084753,0.04,1.0,0.0,0.0,1.0,1.0,10,10
4,10,0.0006,0.0,0.02,0.002545672799084753,0.04,1.0,0.0,0.0,1.0,1.0,10,10
5,10,0.0006,0.0,0.02,0.002545672799084753,0.04,1.0,0.0,0.0,1.0,1.0,10,10
6,10,0.0006,0.0,0.02,0.002545672799084753,0.04,1.0,0.0,0.0,1.0,1.0,10,10
7,10,0.0006,0.0,0.02,0.002545672799084753,0.04,1.0,0.0,0.0,1.0,1.0,10,10
8,10,0.0006,0.0,0.02,0.002545672799084753,0.04,1.0,0.0,0.0,1.0,1.0,10,10
9,10,0.0006,0.0,0.02,0.002545672799084753,0.04,1.0,0.0,0.0,1.0,1.0,10,10
10,10,0.0006,0.0,0.02,0.002545672799084753,0.04,1.0,0.0,0.0,1.0,1.0,10,10
11,10,0.0006,0.0,0.02,0.002545672799084753,0.04,1.0,0.0,0.0,1.0,1.0,10,10
12,10,0.0006,0.0,0.02,0.002545672799084753,0.04,1.0,0.0,0.0,1.0,1.0,10,10
13,10,0.0006,0.0,0.02,0.002545672799084753,0.04,1.0,0.0,0.0,1.0,1.0,10,10
14,10,0.0006,0.0,0.02,0.002545672799084753,0.04,1.0,0.0,0.0,1.0,1.0,10,10
15,10,0.0006,0.0,0.02,0.002545672799084753,0.04,0.8,0.1111111111111111,0.0,1.0,1.0,9,10
16,10,0.0006,0.0,0.02,0.002545672799084753,0.04,1.0,0.0,0.0,1.0,1.0,10,10
17,10,0.0006,0.0,0.02,0.002545672799084753,0.04,1.0,0.0,0.0,1.0,1.0,10,10
18,10,0.0006,0.0,0.02,0.002545672799084753,0.04,1.0,0.0,0.0,1.0,1.0,10,10
19,10,0.0006,0.0,0.02,0.002545672799084753,0.04,0.8,0.1111111111111111,0.0,1.0,1.0,9,10
0,20,0.0006,0.0,0.02,0.002545672799084753,0.3,0.9,0.05263157894736842,0.0,1.0,1.0,19,20
1,20,0.0006,0.0,0.02,0.002545672799084753,0.3,0.9,0.05263157894736842,0.0,1.0,1.0,19,20
2,20,0.0006,0.0,0.02,0.002545672799084753,0.3,1.0,0.0,0.0,1.0,1.0,20,20
3,20,0.0006,0.0,0.02,0.002545672799084753,0.3,0.9,0.05263157894736842,0.0,1.0,1.0,19,20
4,20,0.0006,0.0,0.02,0.002545672799084753,0.31,0.15,0.25,0.0,1.0,1.0,4,20
5,20,0.0006,0.0,0.02,0.002545672799084753,0.3,1.0,0.0,0.0,1.0,1.0,20,20
6,20,0.0006,0.0,0.02,0.002545672799084753,0.3,1.0,0.0,0.0,1.0,1.0,20,20
7,20,0.0006,0.0,0.02,0.002545672799084753,0.3,1.0,0.0,0.0,1.0,1.0,20,20
8,20,0.0006,0.0,0.02,0.002545672799084753,0.3,0.55,0.21428571428571427,0.0,1.0,1.0,14,20
9,20,0.0006,0.0,0.02,0.002545672799084753,0.3,0.9,0.05263157894736842,0.0,1.0,1.0,19,20
10,20,0.0006,0.0,0.02,0.002545672799084753,0.3,1.0,0.0,0.0,1.0,0.99,20,20
11,20,0.0006,0.0,0.02,0.002545672799084753,0.3,1.0,0.0,0.0,1.0,1.0,20,20
12,20,0.0006,0.0,0.02,0.002545672799084753,0.3,1.0,0.0,0.0,1.0,1.0,20,20
13,20,0.0006,0.0,0.02,0.002545672799084753,0.3,1.0,0.0,0.0,1.0,1.0,20,20
14,20,0.0006,0.0,0.02,0.002545672799084753,0.3,1.0,0.0,0.0,1.0,1.0,20,20
15,20,0.0006,0.0,0.02,0.002545672799084753,0.32,1.0,0.0,0.0,1.0,1.0,20,20
16,20,0.0006,0.0,0.02,0.002545672799084753,0.3,0.9,0.05263157894736842,0.0,1.0,1.0,19,20
17,20,0.0006,0.0,0.02,0.002545672799084753,0.3,1.0,0.0,0.0,1.0,1.0,20,20
18,20,0.0006,0.0,0.02,0.002545672799084753,0.3,1.0,0.0,0.0,1.0,1.0,20,20
19,20,0.0006,0.0,0.02,0.002545672799084753,0.3,0.6,0.2,0.0,1.0,1.0,15,20
0,50,0.0006,0.0,0.02,0.002545672799084753,7.05,0.0,1.0,0.0,0.0,0.0,1,50
1,50,0.0006,0.0,0.02,0.002545672799084753,5.43,0.2,0.16666666666666666,0.0,1.0,1.0,12,50
2,50,0.0006,0.0,0.02,0.002545672799084753,5.14,0.0,1.0,0.0,0.0,0.0,1,50
3,50,0.0006,0.0,0.02,0.002545672799084753,5.73,0.84,0.06666666666666667,0.0,1.0,1.0,45,50
4,50,0.0006,0.0,0.02,0.002545672799084753,5.21,0.06,0.25,0.0,1.0,1.0,4,50
5,50,0.0006,0.0,0.02,0.002545672799084753,5.12,0.32,0.1111111111111111,0.0,1.0,1.0,18,50
6,50,0.0006,0.0,0.02,0.002545672799084753,5.59,0.74,0.0975609756097561,0.0,1.0,1.0,41,50
7,50,0.0006,0.0,0.02,0.002545672799084753,4.71,0.8,0.047619047619047616,0.0,1.0,1.0,42,50
8,50,0.0006,0.0,0.02,0.002545672799084753,5.13,0.34,0.15,0.0,1.0,1.0,20,50
9,50,0.0006,0.0,0.02,0.002545672799084753,5.57,0.88,0.06382978723404255,0.0,1.0,1.0,47,50
10,50,0.0006,0.0,0.02,0.002545672799084753,4.84,0.84,0.045454545454545456,0.0,1.0,1.0,44,50
11,50,0.0006,0.0,0.02,0.002545672799084753,4.6,0.76,0.07317073170731707,0.0,1.0,1.0,41,50
12,50,0.0006,0.0,0.02,0.002545672799084753,4.88,0.2,0.16666666666666666,0.0,1.0,1.0,12,50
13,50,0.0006,0.0,0.02,0.002545672799084753,5.76,0.64,0.058823529411764705,0.0,1.0,1.0,34,50
14,50,0.0006,0.0,0.02,0.002545672799084753,5.9,0.96,0.02040816326530612,0.0,1.0,1.0,49,50
15,50,0.0006,0.0,0.02,0.002545672799084753,6.66,0.9,0.021739130434782608,0.0,1.0,1.0,46,50
16,50,0.0006,0.0,0.02,0.002545672799084753,6.43,0.88,0.06382978723404255,0.0,1.0,1.0,47,50
17,50,0.0006,0.0,0.02,0.002545672799084753,6.61,0.0,1.0,0.0,0.0,0.0,1,50
18,50,0.0006,0.0,0.02,0.002545672799084753,6.7,0.0,1.0,0.0,0.0,0.0,1,50
19,50,0.0006,0.0,0.02,0.002545672799084753,6.6,0.12,0.25,0.0,1.0,1.0,8,50
0,100,0.0006,0.0,0.02,0.002545672799084753,64.36,0.16,0.058823529411764705,0.0,1.0,1.0,17,100
1,100,0.0006,0.0,0.02,0.002545672799084753,64.78,0.7,0.0410958904109589,0.0,1.0,1.0,73,100
2,100,0.0006,0.0,0.02,0.002545672799084753,64.42,0.6,0.1044776119402985,0.0,1.0,1.0,67,100
3,100,0.0006,0.0,0.02,0.002545672799084753,64.57,0.15,0.0625,0.0,1.0,1.0,16,100
4,100,0.0006,0.0,0.02,0.002545672799084753,64.68,0.12,0.07692307692307693,0.0,1.0,1.0,13,100
5,100,0.0006,0.0,0.02,0.002545672799084753,64.56,0.02,0.3333333333333333,0.0,1.0,1.0,3,100
6,100,0.0006,0.0,0.02,0.002545672799084753,64.38,0.88,0.022222222222222223,0.0,1.0,1.0,90,100
7,100,0.0006,0.0,0.02,0.002545672799084753,65.01,0.17,0.05555555555555555,0.0,1.0,1.0,18,100
8,100,0.0006,0.0,0.02,0.002545672799084753,70.84,0.0,1.0,0.0,0.0,0.0,1,100
9,100,0.0006,0.0,0.02,0.002545672799084753,64.82,0.15,0.0625,0.0,1.0,1.0,16,100
10,100,0.0006,0.0,0.02,0.002545672799084753,64.89,0.75,0.038461538461538464,0.0,1.0,1.0,78,100
11,100,0.0006,0.0,0.02,0.002545672799084753,65.19,0.73,0.013513513513513514,0.0,1.0,1.0,74,100
12,100,0.0006,0.0,0.02,0.002545672799084753,64.86,0.53,0.1016949152542373,0.0,1.0,1.0,59,100
13,100,0.0006,0.0,0.02,0.002545672799084753,64.85,0.0,1.0,0.0,0.0,0.0,1,100
14,100,0.0006,0.0,0.02,0.002545672799084753,64.33,0.37,0.02631578947368421,0.0,1.0,1.0,38,100
15,100,0.0006,0.0,0.02,0.002545672799084753,64.06,0.33,0.029411764705882353,0.0,1.0,1.0,34,100
16,100,0.0006,0.0,0.02,0.002545672799084753,64.28,0.77,0.04938271604938271,0.0,1.0,1.0,81,100
17,100,0.0006,0.0,0.02,0.002545672799084753,64.34,0.28,0.06666666666666667,0.0,1.0,1.0,30,100
18,100,0.0006,0.0,0.02,0.002545672799084753,64.85,0.15,0.0625,0.0,1.0,1.0,16,100
19,100,0.0006,0.0,0.02,0.002545672799084753,64.51,0.46,0.041666666666666664,0.0,1.0,1.0,48,100
0,10,0.0008,0.0,0.02,0.0033941788403088016,0.05,1.0,0.0,0.0,1.0,1.0,10,10
1,10,0.0008,0.0,0.02,0.0033941788403088016,0.04,0.8,0.1111111111111111,0.0,1.0,1.0,9,10
2,10,0.0008,0.0,0.02,0.0033941788403088016,0.04,1.0,0.0,0.0,1.0,1.0,10,10
3,10,0.0008,0.0,0.02,0.0033941788403088016,0.04,1.0,0.0,0.0,1.0,1.0,10,10
4,10,0.0008,0.0,0.02,0.0033941788403088016,0.04,1.0,0.0,0.0,1.0,1.0,10,10
5,10,0.0008,0.0,0.02,0.0033941788403088016,0.04,1.0,0.0,0.0,1.0,1.0,10,10
6,10,0.0008,0.0,0.02,0.0033941788403088016,0.04,1.0,0.0,0.0,1.0,1.0,10,10
7,10,0.0008,0.0,0.02,0.0033941788403088016,0.04,1.0,0.0,0.0,1.0,1.0,10,10
8,10,0.0008,0.0,0.02,0.0033941788403088016,0.04,0.6,0.14285714285714285,0.0,1.0,1.0,7,10
9,10,0.0008,0.0,0.02,0.0033941788403088016,0.04,1.0,0.0,0.0,1.0,1.0,10,10
10,10,0.0008,0.0,0.02,0.0033941788403088016,0.04,1.0,0.0,0.0,1.0,1.0,10,10
11,10,0.0008,0.0,0.02,0.0033941788403088016,0.04,1.0,0.0,0.0,1.0,1.0,10,10
12,10,0.0008,0.0,0.02,0.0033941788403088016,0.04,1.0,0.0,0.0,1.0,1.0,10,10
13,10,0.0008,0.0,0.02,0.0033941788403088016,0.04,1.0,0.0,0.0,1.0,1.0,10,10
14,10,0.0008,0.0,0.02,0.0033941788403088016,0.04,1.0,0.0,0.0,1.0,1.0,10,10
15,10,0.0008,0.0,0.02,0.0033941788403088016,0.04,1.0,0.0,0.0,1.0,1.0,10,10
16,10,0.0008,0.0,0.02,0.0033941788403088016,0.04,1.0,0.0,0.0,1.0,1.0,10,10
17,10,0.0008,0.0,0.02,0.0033941788403088016,0.04,1.0,0.0,0.0,1.0,1.0,10,10
18,10,0.0008,0.0,0.02,0.0033941788403088016,0.04,1.0,0.0,0.0,1.0,1.0,10,10
19,10,0.0008,0.0,0.02,0.0033941788403088016,0.04,1.0,0.0,0.0,1.0,1.0,10,10
0,20,0.0008,0.0,0.02,0.0033941788403088016,0.31,0.8,0.1111111111111111,0.0,1.0,1.0,18,20
1,20,0.0008,0.0,0.02,0.0033941788403088016,0.3,1.0,0.0,0.0,1.0,1.0,20,20
2,20,0.0008,0.0,0.02,0.0033941788403088016,0.3,0.8,0.058823529411764705,0.0,1.0,1.0,17,20
3,20,0.0008,0.0,0.02,0.0033941788403088016,0.3,0.8,0.1111111111111111,0.0,1.0,1.0,18,20
4,20,0.0008,0.0,0.02,0.0033941788403088016,0.3,1.0,0.0,0.0,1.0,1.0,20,20
5,20,0.0008,0.0,0.02,0.0033941788403088016,0.3,1.0,0.0,0.0,1.0,1.0,20,20
6,20,0.0008,0.0,0.02,0.0033941788403088016,0.31,0.0,1.0,0.0,0.0,0.0,2,20
7,20,0.0008,0.0,0.02,0.0033941788403088016,0.3,0.8,0.058823529411764705,0.0,1.0,1.0,17,20
8,20,0.0008,0.0,0.02,0.0033941788403088016,0.31,1.0,0.0,0.0,1.0,1.0,20,20
9,20,0.0008,0.0,0.02,0.0033941788403088016,0.31,0.8,0.058823529411764705,0.0,1.0,1.0,17,20
10,20,0.0008,0.0,0.02,0.0033941788403088016,0.3,0.0,1.0,0.0,0.0,0.0,3,20
11,20,0.0008,0.0,0.02,0.0033941788403088016,0.3,1.0,0.0,0.0,1.0,1.0,20,20
12,20,0.0008,0.0,0.02,0.0033941788403088016,0.31,0.9,0.05263157894736842,0.0,1.0,1.0,19,20
13,20,0.0008,0.0,0.02,0.0033941788403088016,0.31,0.9,0.05263157894736842,0.0,1.0,1.0,19,20
14,20,0.0008,0.0,0.02,0.0033941788403088016,0.3,0.9,0.05263157894736842,0.0,1.0,1.0,19,20
15,20,0.0008,0.0,0.02,0.0033941788403088016,0.34,0.9,0.05263157894736842,0.0,1.0,1.0,19,20
16,20,0.0008,0.0,0.02,0.0033941788403088016,0.31,0.4,0.2,0.0,1.0,1.0,10,20
17,20,0.0008,0.0,0.02,0.0033941788403088016,0.3,1.0,0.0,0.0,1.0,1.0,20,20
18,20,0.0008,0.0,0.02,0.0033941788403088016,0.3,0.9,0.05263157894736842,0.0,1.0,1.0,19,20
19,20,0.0008,0.0,0.02,0.0033941788403088016,0.31,0.9,0.05263157894736842,0.0,1.0,1.0,19,20
0,50,0.0008,0.0,0.02,0.0033941788403088016,6.52,0.02,0.5,0.0,1.0,1.0,2,50
1,50,0.0008,0.0,0.02,0.0033941788403088016,6.32,0.16,0.2,0.0,1.0,1.0,10,50
2,50,0.0008,0.0,0.02,0.0033941788403088016,4.96,0.88,0.06382978723404255,0.0,1.0,1.0,47,50
3,50,0.0008,0.0,0.02,0.0033941788403088016,5.74,0.96,0.02040816326530612,0.0,1.0,1.0,49,50
4,50,0.0008,0.0,0.02,0.0033941788403088016,5.28,0.18,0.1,0.0,1.0,1.0,10,50
5,50,0.0008,0.0,0.02,0.0033941788403088016,4.87,0.46,0.08,0.0,1.0,1.0,25,50
6,50,0.0008,0.0,0.02,0.0033941788403088016,5.8,0.78,0.04878048780487805,0.0,1.0,1.0,41,50
7,50,0.0008,0.0,0.02,0.0033941788403088016,5.27,0.08,0.2,0.0,1.0,1.0,5,50
8,50,0.0008,0.0,0.02,0.0033941788403088016,5.3,1.0,0.0,0.0,1.0,1.0,50,50
9,50,0.0008,0.0,0.02,0.0033941788403088016,5.82,0.84,0.06666666666666667,0.0,1.0,1.0,45,50
10,50,0.0008,0.0,0.02,0.0033941788403088016,5.5,0.3,0.16666666666666666,0.0,1.0,1.0,18,50
11,50,0.0008,0.0,0.02,0.0033941788403088016,5.12,0.84,0.045454545454545456,0.0,1.0,1.0,44,50
12,50,0.0008,0.0,0.02,0.0033941788403088016,5.38,0.08,0.2,0.0,1.0,1.0,5,50
13,50,0.0008,0.0,0.02,0.0033941788403088016,6.68,0.64,0.058823529411764705,0.0,1.0,1.0,34,50
14,50,0.0008,0.0,0.02,0.0033941788403088016,5.0,0.8,0.06976744186046512,0.0,1.0,1.0,43,50
15,50,0.0008,0.0,0.02,0.0033941788403088016,6.7,0.78,0.07142857142857142,0.0,1.0,1.0,42,50
16,50,0.0008,0.0,0.02,0.0033941788403088016,6.59,1.0,0.0,0.0,1.0,1.0,50,50
17,50,0.0008,0.0,0.02,0.0033941788403088016,6.65,0.28,0.125,0.0,1.0,1.0,16,50
18,50,0.0008,0.0,0.02,0.0033941788403088016,6.58,0.96,0.02040816326530612,0.0,1.0,1.0,49,50
19,50,0.0008,0.0,0.02,0.0033941788403088016,6.67,0.1,0.16666666666666666,0.0,1.0,1.0,6,50
0,100,0.0008,0.0,0.02,0.0033941788403088016,64.97,0.0,1.0,0.0,0.0,0.0,1,100
1,100,0.0008,0.0,0.02,0.0033941788403088016,64.78,0.27,0.03571428571428571,0.0,1.0,1.0,28,100
2,100,0.0008,0.0,0.02,0.0033941788403088016,64.69,0.7,0.027777777777777776,0.0,1.0,1.0,72,100
3,100,0.0008,0.0,0.02,0.0033941788403088016,65.12,0.0,1.0,0.0,0.0,0.0,1,100
4,100,0.0008,0.0,0.02,0.0033941788403088016,64.64,0.3,0.0625,0.0,1.0,1.0,32,100
5,100,0.0008,0.0,0.02,0.0033941788403088016,65.33,0.05,0.16666666666666666,0.0,1.0,1.0,6,100
6,100,0.0008,0.0,0.02,0.0033941788403088016,65.02,0.22,0.043478260869565216,0.0,1.0,1.0,23,100
7,100,0.0008,0.0,0.02,0.0033941788403088016,64.87,0.07,0.125,0.0,1.0,0.9714285714285714,8,100
8,100,0.0008,0.0,0.02,0.0033941788403088016,65.18,0.64,0.04477611940298507,0.0,1.0,1.0,67,100
9,100,0.0008,0.0,0.02,0.0033941788403088016,64.82,0.58,0.03333333333333333,0.0,1.0,1.0,60,100
10,100,0.0008,0.0,0.02,0.0033941788403088016,64.66,0.24,0.07692307692307693,0.0,1.0,1.0,26,100
11,100,0.0008,0.0,0.02,0.0033941788403088016,64.65,0.14,0.06666666666666667,0.0,1.0,1.0,15,100
12,100,0.0008,0.0,0.02,0.0033941788403088016,67.11,0.0,1.0,0.0,0.0,0.0,1,100
13,100,0.0008,0.0,0.02,0.0033941788403088016,64.62,0.06,0.14285714285714285,0.0,1.0,1.0,7,100
14,100,0.0008,0.0,0.02,0.0033941788403088016,64.96,0.0,1.0,0.0,0.0,0.0,1,100
15,100,0.0008,0.0,0.02,0.0033941788403088016,64.83,0.0,1.0,0.0,0.0,0.0,1,100
16,100,0.0008,0.0,0.02,0.0033941788403088016,66.24,0.0,1.0,0.0,0.0,0.0,1,100
17,100,0.0008,0.0,0.02,0.0033941788403088016,64.9,0.04,0.2,0.0,1.0,1.0,5,100
18,100,0.0008,0.0,0.02,0.0033941788403088016,66.35,0.0,1.0,0.0,0.0,0.0,1,100
19,100,0.0008,0.0,0.02,0.0033941788403088016,65.17,0.0,1.0,0.0,0.0,0.0,1,100
0,10,0.001,0.0,0.02,0.004242693719796422,0.05,1.0,0.0,0.0,1.0,1.0,10,10
1,10,0.001,0.0,0.02,0.004242693719796422,0.04,1.0,0.0,0.0,1.0,1.0,10,10
2,10,0.001,0.0,0.02,0.004242693719796422,0.04,1.0,0.0,0.0,1.0,1.0,10,10
3,10,0.001,0.0,0.02,0.004242693719796422,0.04,0.8,0.1111111111111111,0.0,1.0,1.0,9,10
4,10,0.001,0.0,0.02,0.004242693719796422,0.04,0.6,0.25,0.0,1.0,1.0,8,10
5,10,0.001,0.0,0.02,0.004242693719796422,0.04,1.0,0.0,0.0,1.0,1.0,10,10
6,10,0.001,0.0,0.02,0.004242693719796422,0.04,1.0,0.0,0.0,1.0,1.0,10,10
7,10,0.001,0.0,0.02,0.004242693719796422,0.04,1.0,0.0,0.0,1.0,1.0,10,10
8,10,0.001,0.0,0.02,0.004242693719796422,0.04,1.0,0.0,0.0,1.0,1.0,10,10
9,10,0.001,0.0,0.02,0.004242693719796422,0.04,0.0,1.0,0.0,0.0,0.0,2,10
10,10,0.001,0.0,0.02,0.004242693719796422,0.04,0.6,0.14285714285714285,0.0,1.0,1.0,7,10
