event,n_tracks,sigma_scatt,sigma_res,phi_max,epsilon,wall_time_s,efficiency,ghost_rate,clone_fraction,mean_purity,hit_efficiency,n_candidates,n_reconstructible
6,20,0.0001,0.0,0.02,0.0004247940677551889,0.34,1.0,0.0,0.0,1.0,1.0,20,20
7,20,0.0001,0.0,0.02,0.0004247940677551889,0.34,1.0,0.0,0.0,1.0,1.0,20,20
8,20,0.0001,0.0,0.02,0.0004247940677551889,0.34,1.0,0.0,0.0,1.0,1.0,20,20
9,20,0.0001,0.0,0.02,0.0004247940677551889,0.34,1.0,0.0,0.0,1.0,1.0,20,20
10,20,0.0001,0.0,0.02,0.0004247940677551889,0.34,1.0,0.0,0.0,1.0,1.0,20,20
11,20,0.0001,0.0,0.02,0.0004247940677551889,0.34,1.0,0.0,0.0,1.0,1.0,20,20
12,20,0.0001,0.0,0.02,0.0004247940677551889,0.34,1.0,0.0,0.0,1.0,1.0,20,20
13,20,0.0001,0.0,0.02,0.0004247940677551889,0.34,1.0,0.0,0.0,1.0,1.0,20,20
14,20,0.0001,0.0,0.02,0.0004247940677551889,0.34,1.0,0.0,0.0,1.0,1.0,20,20
15,20,0.0001,0.0,0.02,0.0004247940677551889,0.34,1.0,0.0,0.0,1.0,1.0,20,20
16,20,0.0001,0.0,0.02,0.0004247940677551889,0.36,1.0,0.0,0.0,1.0,1.0,20,20
17,20,0.0001,0.0,0.02,0.0004247940677551889,0.34,1.0,0.0,0.0,1.0,1.0,20,20
18,20,0.0001,0.0,0.02,0.0004247940677551889,0.34,1.0,0.0,0.0,1.0,1.0,20,20
19,20,0.0001,0.0,0.02,0.0004247940677551889,0.34,1.0,0.0,0.0,1.0,1.0,20,20
0,50,0.0001,0.0,0.02,0.0004247940677551889,5.05,1.0,0.0,0.0,1.0,1.0,50,50
1,50,0.0001,0.0,0.02,0.0004247940677551889,6.14,1.0,0.0,0.0,1.0,1.0,50,50
2,50,0.0001,0.0,0.02,0.0004247940677551889,6.08,1.0,0.0,0.0,1.0,1.0,50,50
3,50,0.0001,0.0,0.02,0.0004247940677551889,5.59,1.0,0.0,0.0,1.0,1.0,50,50
4,50,0.0001,0.0,0.02,0.0004247940677551889,5.77,0.82,0.06818181818181818,0.0,1.0,1.0,44,50
5,50,0.0001,0.0,0.02,0.0004247940677551889,5.03,1.0,0.0,0.0,1.0,1.0,50,50
6,50,0.0001,0.0,0.02,0.0004247940677551889,5.05,0.36,0.28,0.0,1.0,1.0,25,50
7,50,0.0001,0.0,0.02,0.0004247940677551889,5.79,0.96,0.02040816326530612,0.0,1.0,1.0,49,50
8,50,0.0001,0.0,0.02,0.0004247940677551889,6.13,0.18,0.4375,0.0,1.0,1.0,16,50
9,50,0.0001,0.0,0.02,0.0004247940677551889,6.56,1.0,0.0,0.0,1.0,1.0,50,50
10,50,0.0001,0.0,0.02,0.0004247940677551889,6.61,1.0,0.0,0.0,1.0,1.0,50,50
11,50,0.0001,0.0,0.02,0.0004247940677551889,6.46,0.96,0.02040816326530612,0.0,1.0,1.0,49,50
12,50,0.0001,0.0,0.02,0.0004247940677551889,5.84,0.96,0.02040816326530612,0.0,1.0,1.0,49,50
13,50,0.0001,0.0,0.02,0.0004247940677551889,5.38,1.0,0.0,0.0,1.0,1.0,50,50
14,50,0.0001,0.0,0.02,0.0004247940677551889,4.99,1.0,0.0,0.0,1.0,1.0,50,50
15,50,0.0001,0.0,0.02,0.0004247940677551889,6.19,1.0,0.0,0.0,1.0,1.0,50,50
16,50,0.0001,0.0,0.02,0.0004247940677551889,6.05,1.0,0.0,0.0,1.0,1.0,50,50
17,50,0.0001,0.0,0.02,0.0004247940677551889,6.36,1.0,0.0,0.0,1.0,1.0,50,50
18,50,0.0001,0.0,0.02,0.0004247940677551889,6.56,0.88,0.06382978723404255,0.0,1.0,1.0,47,50
19,50,0.0001,0.0,0.02,0.0004247940677551889,5.98,1.0,0.0,0.0,1.0,1.0,50,50
0,100,0.0001,0.0,0.02,0.0004247940677551889,50.85,1.0,0.0,0.0,1.0,1.0,100,100
1,100,0.0001,0.0,0.02,0.0004247940677551889,51.51,0.98,0.0,0.0,1.0,1.0,98,100
2,100,0.0001,0.0,0.02,0.0004247940677551889,50.34,1.0,0.0,0.0,1.0,1.0,100,100
3,100,0.0001,0.0,0.02,0.0004247940677551889,51.15,0.96,0.02040816326530612,0.0,1.0,1.0,98,100
4,100,0.0001,0.0,0.02,0.0004247940677551889,51.14,1.0,0.0,0.0,1.0,1.0,100,100
5,100,0.0001,0.0,0.02,0.0004247940677551889,52.15,0.74,0.0975609756097561,0.0,1.0,1.0,82,100
6,100,0.0001,0.0,0.02,0.0004247940677551889,51.7,1.0,0.0,0.0,1.0,1.0,100,100
7,100,0.0001,0.0,0.02,0.0004247940677551889,50.57,0.98,0.010101010101010102,0.0,1.0,1.0,99,100
8,100,0.0001,0.0,0.02,0.0004247940677551889,50.58,1.0,0.0,0.0,1.0,1.0,100,100
9,100,0.0001,0.0,0.02,0.0004247940677551889,51.97,1.0,0.0,0.0,1.0,1.0,100,100
10,100,0.0001,0.0,0.02,0.0004247940677551889,51.47,1.0,0.0,0.0,1.0,1.0,100,100
11,100,0.0001,0.0,0.02,0.0004247940677551889,52.05,1.0,0.0,0.0,1.0,0.998,100,100
12,100,0.0001,0.0,0.02,0.0004247940677551889,51.96,0.98,0.010101010101010102,0.0,1.0,1.0,99,100
13,100,0.0001,0.0,0.02,0.0004247940677551889,51.82,1.0,0.0,0.0,1.0,1.0,100,100
14,100,0.0001,0.0,0.02,0.0004247940677551889,52.2,0.96,0.02040816326530612,0.0,1.0,1.0,98,100
15,100,0.0001,0.0,0.02,0.0004247940677551889,51.82,1.0,0.0,0.0,1.0,1.0,100,100
16,100,0.0001,0.0,0.02,0.0004247940677551889,51.85,1.0,0.0,0.0,1.0,1.0,100,100
17,100,0.0001,0.0,0.02,0.0004247940677551889,51.92,1.0,0.0,0.0,1.0,1.0,100,100
18,100,0.0001,0.0,0.02,0.0004247940677551889,51.75,0.98,0.010101010101010102,0.0,1.0,1.0,99,100
19,100,0.0001,0.0,0.02,0.0004247940677551889,51.58,0.98,0.0,0.0,1.0,1.0,98,100
0,10,0.0001,0.005,0.02,0.0016308858027061653,0.06,1.0,0.0,0.0,1.0,1.0,10,10
1,10,0.0001,0.005,0.02,0.0016308858027061653,0.03,1.0,0.0,0.0,1.0,1.0,10,10
2,10,0.0001,0.005,0.02,0.0016308858027061653,0.03,0.8,0.1111111111111111,0.0,1.0,1.0,9,10
3,10,0.0001,0.005,0.02,0.0016308858027061653,0.03,1.0,0.0,0.0,1.0,1.0,10,10
4,10,0.0001,0.005,0.02,0.0016308858027061653,0.03,1.0,0.0,0.0,1.0,1.0,10,10
5,10,0.0001,0.005,0.02,0.0016308858027061653,0.03,1.0,0.0,0.0,1.0,1.0,10,10
6,10,0.0001,0.005,0.02,0.0016308858027061653,0.03,1.0,0.0,0.0,1.0,1.0,10,10
7,10,0.0001,0.005,0.02,0.0016308858027061653,0.03,1.0,0.0,0.0,1.0,1.0,10,10
8,10,0.0001,0.005,0.02,0.0016308858027061653,0.03,1.0,0.0,0.0,1.0,1.0,10,10
9,10,0.0001,0.005,0.02,0.0016308858027061653,0.03,1.0,0.0,0.0,1.0,1.0,10,10
10,10,0.0001,0.005,0.02,0.0016308858027061653,0.03,1.0,0.0,0.0,1.0,1.0,10,10
11,10,0.0001,0.005,0.02,0.0016308858027061653,0.03,1.0,0.0,0.0,1.0,1.0,10,10
12,10,0.0001,0.005,0.02,0.0016308858027061653,0.03,1.0,0.0,0.0,1.0,1.0,10,10
13,10,0.0001,0.005,0.02,0.0016308858027061653,0.03,1.0,0.0,0.0,1.0,1.0,10,10
14,10,0.0001,0.005,0.02,0.0016308858027061653,0.03,1.0,0.0,0.0,1.0,1.0,10,10
15,10,0.0001,0.005,0.02,0.0016308858027061653,0.03,0.0,0.0,0.0,0.0,0.0,0,10
16,10,0.0001,0.005,0.02,0.0016308858027061653,0.03,1.0,0.0,0.0,1.0,1.0,10,10
17,10,0.0001,0.005,0.02,0.0016308858027061653,0.03,1.0,0.0,0.0,1.0,1.0,10,10
18,10,0.0001,0.005,0.02,0.0016308858027061653,0.03,1.0,0.0,0.0,1.0,1.0,10,10
19,10,0.0001,0.005,0.02,0.0016308858027061653,0.03,1.0,0.0,0.0,1.0,1.0,10,10
0,20,0.0001,0.005,0.02,0.0016308858027061653,0.35,0.5,0.16666666666666666,0.0,1.0,1.0,12,20
1,20,0.0001,0.005,0.02,0.0016308858027061653,0.34,0.3,0.25,0.0,1.0,1.0,8,20
2,20,0.0001,0.005,0.02,0.0016308858027061653,0.34,1.0,0.0,0.0,1.0,1.0,20,20
3,20,0.0001,0.005,0.02,0.0016308858027061653,0.35,0.9,0.05263157894736842,0.0,1.0,1.0,19,20
4,20,0.0001,0.005,0.02,0.0016308858027061653,0.34,1.0,0.0,0.0,1.0,1.0,20,20
5,20,0.0001,0.005,0.02,0.0016308858027061653,0.34,0.75,0.11764705882352941,0.0,1.0,1.0,17,20
6,20,0.0001,0.005,0.02,0.0016308858027061653,0.34,1.0,0.0,0.0,1.0,1.0,20,20
7,20,0.0001,0.005,0.02,0.0016308858027061653,0.34,1.0,0.0,0.0,1.0,1.0,20,20
8,20,0.0001,0.005,0.02,0.0016308858027061653,0.21,1.0,0.0,0.0,1.0,1.0,20,20
9,20,0.0001,0.005,0.02,0.0016308858027061653,0.23,1.0,0.0,0.0,1.0,1.0,20,20
10,20,0.0001,0.005,0.02,0.0016308858027061653,0.24,1.0,0.0,0.0,1.0,1.0,20,20
11,20,0.0001,0.005,0.02,0.0016308858027061653,0.22,1.0,0.0,0.0,1.0,1.0,20,20
12,20,0.0001,0.005,0.02,0.0016308858027061653,0.25,0.9,0.05263157894736842,0.0,1.0,1.0,19,20
13,20,0.0001,0.005,0.02,0.0016308858027061653,0.25,1.0,0.0,0.0,1.0,1.0,20,20
14,20,0.0001,0.005,0.02,0.0016308858027061653,0.24,0.9,0.05263157894736842,0.0,1.0,1.0,19,20
15,20,0.0001,0.005,0.02,0.0016308858027061653,0.25,1.0,0.0,0.0,1.0,1.0,20,20
16,20,0.0001,0.005,0.02,0.0016308858027061653,0.26,1.0,0.0,0.0,1.0,1.0,20,20
17,20,0.0001,0.005,0.02,0.0016308858027061653,0.24,1.0,0.0,0.0,1.0,1.0,20,20
18,20,0.0001,0.005,0.02,0.0016308858027061653,0.24,1.0,0.0,0.0,1.0,1.0,20,20
19,20,0.0001,0.005,0.02,0.0016308858027061653,0.24,0.9,0.05263157894736842,0.0,1.0,1.0,19,20
0,50,0.0001,0.005,0.02,0.0016308858027061653,4.16,1.0,0.0,0.0,1.0,1.0,50,50
1,50,0.0001,0.005,0.02,0.0016308858027061653,4.1,0.88,0.043478260869565216,0.0,1.0,1.0,46,50
2,50,0.0001,0.005,0.02,0.0016308858027061653,4.12,1.0,0.0,0.0,1.0,1.0,50,50
3,50,0.0001,0.005,0.02,0.0016308858027061653,4.18,0.8,0.1111111111111111,0.0,1.0,1.0,45,50
4,50,0.0001,0.005,0.02,0.0016308858027061653,4.16,0.84,0.045454545454545456,0.0,1.0,1.0,44,50
5,50,0.0001,0.005,0.02,0.0016308858027061653,4.18,0.86,0.044444444444444446,0.0,1.0,1.0,45,50
6,50,0.0001,0.005,0.02,0.0016308858027061653,4.17,0.9,0.021739130434782608,0.0,1.0,1.0,46,50
7,50,0.0001,0.005,0.02,0.0016308858027061653,4.19,0.96,0.0,0.0,1.0,1.0,48,50
8,50,0.0001,0.005,0.02,0.0016308858027061653,4.17,0.44,0.12,0.0,1.0,1.0,25,50
9,50,0.0001,0.005,0.02,0.0016308858027061653,4.16,0.82,0.06818181818181818,0.0,1.0,1.0,44,50
10,50,0.0001,0.005,0.02,0.0016308858027061653,4.16,0.42,0.27586206896551724,0.0,1.0,1.0,29,50
11,50,0.0001,0.005,0.02,0.0016308858027061653,4.16,0.84,0.06666666666666667,0.0,1.0,1.0,45,50
12,50,0.0001,0.005,0.02,0.0016308858027061653,4.13,0.96,0.0,0.0,1.0,1.0,48,50
13,50,0.0001,0.005,0.02,0.0016308858027061653,4.15,0.88,0.06382978723404255,0.0,1.0,1.0,47,50
14,50,0.0001,0.005,0.02,0.0016308858027061653,4.15,1.0,0.0,0.0,1.0,1.0,50,50
15,50,0.0001,0.005,0.02,0.0016308858027061653,4.15,1.0,0.0,0.0,1.0,1.0,50,50
16,50,0.0001,0.005,0.02,0.0016308858027061653,4.16,0.68,0.05555555555555555,0.0,1.0,1.0,36,50
17,50,0.0001,0.005,0.02,0.0016308858027061653,4.15,1.0,0.0,0.0,1.0,1.0,50,50
18,50,0.0001,0.005,0.02,0.0016308858027061653,4.19,0.96,0.02040816326530612,0.0,1.0,1.0,49,50
19,50,0.0001,0.005,0.02,0.0016308858027061653,4.15,0.0,1.0,0.0,0.0,0.0,3,50
0,100,0.0001,0.005,0.02,0.0016308858027061653,53.15,0.48,0.09433962264150944,0.0,1.0,1.0,53,100
1,100,0.0001,0.005,0.02,0.0016308858027061653,53.02,0.86,0.033707865168539325,0.0,1.0,1.0,89,100
2,100,0.0001,0.005,0.02,0.0016308858027061653,53.04,0.7,0.07894736842105263,0.0,1.0,1.0,76,100
3,100,0.0001,0.005,0.02,0.0016308858027061653,53.24,1.0,0.0,0.0,1.0,1.0,100,100
4,100,0.0001,0.005,0.02,0.0016308858027061653,53.57,0.86,0.044444444444444446,0.0,1.0,0.9976744186046511,90,100
5,100,0.0001,0.005,0.02,0.0016308858027061653,53.76,0.93,0.021052631578947368,0.0,1.0,1.0,95,100
6,100,0.0001,0.005,0.02,0.0016308858027061653,53.79,0.88,0.011235955056179775,0.0,1.0,1.0,89,100
7,100,0.0001,0.005,0.02,0.0016308858027061653,53.73,0.88,0.03296703296703297,0.0,1.0,1.0,91,100
8,100,0.0001,0.005,0.02,0.0016308858027061653,53.78,0.0,1.0,0.0,0.0,0.0,3,100
9,100,0.0001,0.005,0.02,0.0016308858027061653,53.91,0.0,1.0,0.0,0.0,0.0,1,100
10,100,0.0001,0.005,0.02,0.0016308858027061653,53.87,0.65,0.09722222222222222,0.0,1.0,1.0,72,100
11,100,0.0001,0.005,0.02,0.0016308858027061653,53.78,0.95,0.010416666666666666,0.0,1.0,1.0,96,100
12,100,0.0001,0.005,0.02,0.0016308858027061653,53.69,0.42,0.06666666666666667,0.0,1.0,1.0,45,100
13,100,0.0001,0.005,0.02,0.0016308858027061653,53.84,0.92,0.031578947368421054,0.0,1.0,1.0,95,100
14,100,0.0001,0.005,0.02,0.0016308858027061653,53.74,0.23,0.08,0.0,1.0,1.0,25,100
15,100,0.0001,0.005,0.02,0.0016308858027061653,54.0,0.0,1.0,0.0,0.0,0.0,1,100
16,100,0.0001,0.005,0.02,0.0016308858027061653,53.83,0.86,0.044444444444444446,0.0,1.0,1.0,90,100
17,100,0.0001,0.005,0.02,0.0016308858027061653,53.89,0.52,0.037037037037037035,0.0,1.0,1.0,54,100
18,100,0.0001,0.005,0.02,0.0016308858027061653,53.94,0.58,0.07936507936507936,0.0,1.0,1.0,63,100
19,100,0.0001,0.005,0.02,0.0016308858027061653,54.23,0.0,1.0,0.0,0.0,0.0,1,100
0,10,0.0001,0.01,0.02,0.0031777035588293387,0.09,1.0,0.0,0.0,1.0,1.0,10,10
1,10,0.0001,0.01,0.02,0.0031777035588293387,0.06,1.0,0.0,0.0,1.0,1.0,10,10
2,10,0.0001,0.01,0.02,0.0031777035588293387,0.05,0.8,0.1111111111111111,0.0,1.0,1.0,9,10
3,10,0.0001,0.01,0.02,0.0031777035588293387,0.03,1.0,0.0,0.0,1.0,1.0,10,10
4,10,0.0001,0.01,0.02,0.0031777035588293387,0.03,1.0,0.0,0.0,1.0,1.0,10,10
5,10,0.0001,0.01,0.02,0.0031777035588293387,0.03,1.0,0.0,0.0,1.0,1.0,10,10
6,10,0.0001,0.01,0.02,0.0031777035588293387,0.03,1.0,0.0,0.0,1.0,1.0,10,10
7,10,0.0001,0.01,0.02,0.0031777035588293387,0.03,1.0,0.0,0.0,1.0,1.0,10,10
8,10,0.0001,0.01,0.02,0.0031777035588293387,0.03,1.0,0.0,0.0,1.0,1.0,10,10
9,10,0.0001,0.01,0.02,0.0031777035588293387,0.03,1.0,0.0,0.0,1.0,1.0,10,10
10,10,0.0001,0.01,0.02,0.0031777035588293387,0.03,1.0,0.0,0.0,1.0,1.0,10,10
11,10,0.0001,0.01,0.02,0.0031777035588293387,0.03,1.0,0.0,0.0,1.0,1.0,10,10
12,10,0.0001,0.01,0.02,0.0031777035588293387,0.03,1.0,0.0,0.0,1.0,1.0,10,10
13,10,0.0001,0.01,0.02,0.0031777035588293387,0.03,0.8,0.1111111111111111,0.0,1.0,1.0,9,10
14,10,0.0001,0.01,0.02,0.0031777035588293387,0.03,1.0,0.0,0.0,1.0,1.0,10,10
15,10,0.0001,0.01,0.02,0.0031777035588293387,0.03,1.0,0.0,0.0,1.0,1.0,10,10
16,10,0.0001,0.01,0.02,0.0031777035588293387,0.03,1.0,0.0,0.0,1.0,1.0,10,10
17,10,0.0001,0.01,0.02,0.0031777035588293387,0.03,0.8,0.1111111111111111,0.0,1.0,1.0,9,10
18,10,0.0001,0.01,0.02,0.0031777035588293387,0.03,1.0,0.0,0.0,1.0,1.0,10,10
19,10,0.0001,0.01,0.02,0.0031777035588293387,0.03,1.0,0.0,0.0,1.0,1.0,10,10
0,20,0.0001,0.01,0.02,0.0031777035588293387,0.31,1.0,0.0,0.0,1.0,1.0,20,20
1,20,0.0001,0.01,0.02,0.0031777035588293387,0.3,1.0,0.0,0.0,1.0,1.0,20,20
2,20,0.0001,0.01,0.02,0.0031777035588293387,0.3,1.0,0.0,0.0,1.0,1.0,20,20
3,20,0.0001,0.01,0.02,0.0031777035588293387,0.31,0.9,0.05263157894736842,0.0,1.0,1.0,19,20
4,20,0.0001,0.01,0.02,0.0031777035588293387,0.31,0.0,1.0,0.0,0.0,0.0,1,20
5,20,0.0001,0.01,0.02,0.0031777035588293387,0.31,1.0,0.0,0.0,1.0,1.0,20,20
6,20,0.0001,0.01,0.02,0.0031777035588293387,0.31,0.9,0.0,0.0,1.0,1.0,18,20
7,20,0.0001,0.01,0.02,0.0031777035588293387,0.3,0.85,0.05555555555555555,0.0,1.0,1.0,18,20
8,20,0.0001,0.01,0.02,0.0031777035588293387,0.3,1.0,0.0,0.0,1.0,1.0,20,20
9,20,0.0001,0.01,0.02,0.0031777035588293387,0.3,1.0,0.0,0.0,1.0,1.0,20,20
10,20,0.0001,0.01,0.02,0.0031777035588293387,0.31,0.0,0.0,0.0,0.0,0.0,0,20
11,20,0.0001,0.01,0.02,0.0031777035588293387,0.3,0.9,0.05263157894736842,0.0,1.0,1.0,19,20
12,20,0.0001,0.01,0.02,0.0031777035588293387,0.3,1.0,0.0,0.0,1.0,1.0,20,20
13,20,0.0001,0.01,0.02,0.0031777035588293387,0.3,1.0,0.0,0.0,1.0,1.0,20,20
14,20,0.0001,0.01,0.02,0.0031777035588293387,0.3,1.0,0.0,0.0,1.0,1.0,20,20
15,20,0.0001,0.01,0.02,0.0031777035588293387,0.33,0.9,0.0,0.0,0.9907407407407407,1.0,18,20
16,20,0.0001,0.01,0.02,0.0031777035588293387,0.3,0.8,0.1111111111111111,0.0,1.0,1.0,18,20
17,20,0.0001,0.01,0.02,0.0031777035588293387,0.3,1.0,0.0,0.0,1.0,1.0,20,20
18,20,0.0001,0.01,0.02,0.0031777035588293387,0.3,0.9,0.05263157894736842,0.0,1.0,1.0,19,20
19,20,0.0001,0.01,0.02,0.0031777035588293387,0.31,1.0,0.0,0.0,1.0,1.0,20,20
0,50,0.0001,0.01,0.02,0.0031777035588293387,5.82,0.48,0.14285714285714285,0.0,1.0,1.0,28,50
1,50,0.0001,0.01,0.02,0.0031777035588293387,5.86,0.74,0.075,0.0,1.0,1.0,40,50
2,50,0.0001,0.01,0.02,0.0031777035588293387,5.82,0.6,0.03225806451612903,0.0,1.0,1.0,31,50
3,50,0.0001,0.01,0.02,0.0031777035588293387,5.85,0.92,0.02127659574468085,0.0,1.0,1.0,47,50
4,50,0.0001,0.01,0.02,0.0031777035588293387,5.88,0.0,1.0,0.0,0.0,0.0,1,50
5,50,0.0001,0.01,0.02,0.0031777035588293387,5.83,1.0,0.0,0.0,1.0,1.0,50,50
6,50,0.0001,0.01,0.02,0.0031777035588293387,5.82,0.68,0.05555555555555555,0.0,1.0,1.0,36,50
7,50,0.0001,0.01,0.02,0.0031777035588293387,5.86,0.0,1.0,0.0,0.0,0.0,1,50
8,50,0.0001,0.01,0.02,0.0031777035588293387,5.83,0.66,0.10810810810810811,0.0,1.0,1.0,37,50
9,50,0.0001,0.01,0.02,0.0031777035588293387,5.82,0.66,0.08333333333333333,0.0,1.0,1.0,36,50
10,50,0.0001,0.01,0.02,0.0031777035588293387,5.82,0.76,0.09523809523809523,0.0,1.0,1.0,42,50
11,50,0.0001,0.01,0.02,0.0031777035588293387,5.84,0.64,0.13513513513513514,0.0,1.0,1.0,37,50
12,50,0.0001,0.01,0.02,0.0031777035588293387,5.84,0.76,0.07317073170731707,0.0,1.0,1.0,41,50
13,50,0.0001,0.01,0.02,0.0031777035588293387,5.82,0.78,0.09302325581395349,0.0,1.0,1.0,43,50
14,50,0.0001,0.01,0.02,0.0031777035588293387,5.78,0.48,0.14285714285714285,0.0,1.0,1.0,28,50
15,50,0.0001,0.01,0.02,0.0031777035588293387,5.83,0.0,1.0,0.0,0.0,0.0,1,50
16,50,0.0001,0.01,0.02,0.0031777035588293387,5.84,0.04,0.3333333333333333,0.0,1.0,1.0,3,50
17,50,0.0001,0.01,0.02,0.0031777035588293387,5.81,0.78,0.07142857142857142,0.0,1.0,1.0,42,50
18,50,0.0001,0.01,0.02,0.0031777035588293387,5.89,0.78,0.04878048780487805,0.0,1.0,1.0,41,50
19,50,0.0001,0.01,0.02,0.0031777035588293387,5.96,0.18,0.1,0.0,1.0,1.0,10,50
0,100,0.0001,0.01,0.02,0.0031777035588293387,65.21,0.13,0.07142857142857142,0.0,1.0,1.0,14,100
1,100,0.0001,0.01,0.02,0.0031777035588293387,65.03,0.76,0.02564102564102564,0.0,1.0,1.0,78,100
2,100,0.0001,0.01,0.02,0.0031777035588293387,64.92,0.19,0.05,0.0,1.0,1.0,20,100
3,100,0.0001,0.01,0.02,0.0031777035588293387,64.65,0.93,0.03125,0.0,1.0,1.0,96,100
4,100,0.0001,0.01,0.02,0.0031777035588293387,65.34,0.59,0.03278688524590164,0.0,1.0,1.0,61,100
5,100,0.0001,0.01,0.02,0.0031777035588293387,64.89,0.2,0.047619047619047616,0.0,1.0,1.0,21,100
6,100,0.0001,0.01,0.02,0.0031777035588293387,65.89,0.0,1.0,0.0,0.0,0.0,1,100
7,100,0.0001,0.01,0.02,0.0031777035588293387,65.29,0.0,1.0,0.0,0.0,0.0,1,100
8,100,0.0001,0.01,0.02,0.0031777035588293387,65.26,0.5,0.10714285714285714,0.0,1.0,1.0,56,100
9,100,0.0001,0.01,0.02,0.0031777035588293387,64.92,0.0,1.0,0.0,0.0,0.0,1,100
10,100,0.0001,0.01,0.02,0.0031777035588293387,64.81,0.41,0.046511627906976744,0.0,1.0,1.0,43,100
11,100,0.0001,0.01,0.02,0.0031777035588293387,64.74,0.0,1.0,0.0,0.0,0.0,1,100
12,100,0.0001,0.01,0.02,0.0031777035588293387,65.03,0.23,0.041666666666666664,0.0,1.0,1.0,24,100
13,100,0.0001,0.01,0.02,0.0031777035588293387,65.62,0.0,1.0,0.0,0.0,0.0,1,100
14,100,0.0001,0.01,0.02,0.0031777035588293387,66.28,0.01,0.5,0.0,1.0,1.0,2,100
15,100,0.0001,0.01,0.02,0.0031777035588293387,65.21,0.21,0.045454545454545456,0.0,1.0,1.0,22,100
16,100,0.0001,0.01,0.02,0.0031777035588293387,65.53,0.0,1.0,0.0,0.0,0.0,1,100
17,100,0.0001,0.01,0.02,0.0031777035588293387,65.25,0.26,0.037037037037037035,0.0,1.0,1.0,27,100
18,100,0.0001,0.01,0.02,0.0031777035588293387,66.04,0.0,1.0,0.0,0.0,0.0,1,100
19,100,0.0001,0.01,0.02,0.0031777035588293387,65.18,0.01,0.5,0.0,1.0,1.0,2,100
0,10,0.0001,0.015,0.02,0.0047428337441630134,0.07,0.8,0.0,0.0,1.0,1.0,8,10
1,10,0.0001,0.015,0.02,0.0047428337441630134,0.04,1.0,0.0,0.0,1.0,1.0,10,10
2,10,0.0001,0.015,0.02,0.0047428337441630134,0.04,0.0,1.0,0.0,0.0,0.0,2,10
3,10,0.0001,0.015,0.02,0.0047428337441630134,0.04,0.6,0.25,0.0,1.0,1.0,8,10
