sigma_res,sigma_scatt,n_trk,sol_key,event_key,ham_key,max_abs_x,excluded
0.0,0.0003,400,sol_e20aeeb48f72383a,ev_92c5be6fcf8a,hm_a0f8ed47a107,0.9677245020866394,False
0.02,0.0001,50,sol_f2a10905f2f1d285,ev_92ddc45b7d52,hm_979a58ab8892,0.5669770836830139,False
0.0,0.0003,20,sol_dc949c7ba8e32e36,ev_92e5470c6946,hm_a0f8ed47a107,0.4545454680919647,False
0.0,0.0005,200,sol_f77d473e4bcdcc01,ev_92ff94975522,hm_7a9cff01f511,0.4545454680919647,False
0.05,0.0005,50,sol_f59e6d766ea5f1af,ev_933e792abb4f,hm_af8fc4d5852f,0.9554666876792908,False
0.01,0.0001,50,sol_a16e90f77321084a,ev_934b6dbf6767,hm_844cdcf42c7e,0.4545454680919647,False
0.02,0.0005,20,sol_e3e1d934f528e097,ev_936d35ff9e71,hm_f442e5139114,0.4545454680919647,False
0.05,0.0005,100,sol_f6418b4b3e29e94b,ev_93e9a95455fd,hm_af8fc4d5852f,0.9583062529563904,False
0.01,0.0005,200,sol_cb53379c9559d25d,ev_93f9c58b01a8,hm_bd4d3751a16f,1.4999802112579346,False
0.0,0.0001,20,sol_0b5a11a18d041ac5,ev_93fe09e68d56,hm_a00ad2a2c52a,0.4545454680919647,False
0.02,0.0001,400,sol_52959b8ab0c3ae9a,ev_940965fc8448,hm_979a58ab8892,1.0958739519119263,False
0.02,0.0001,1000,sol_fb06a2eec058f927,ev_94103204f0e0,hm_979a58ab8892,3.677872896194458,False
0.01,0.0001,400,sol_b7b510fba0c7d3bb,ev_941c1fc89e24,hm_844cdcf42c7e,1.16891610622406,False
0.05,0.0005,400,sol_893637f703abbbb6,ev_945b1311af2f,hm_af8fc4d5852f,29.885189056396484,False
0.05,0.0001,20,sol_e6cef7bb016de9f2,ev_945f6e2aead3,hm_9108b6e19b67,0.4545454680919647,False
0.02,0.0001,200,sol_a1708f54d6787cfd,ev_94e39ad50732,hm_979a58ab8892,1.4999818801879883,False
0.01,0.0005,200,sol_28f74988649f2a1f,ev_94e50798509a,hm_bd4d3751a16f,0.7379186153411865,False
0.01,0.0003,20,sol_f622b5968bae1d58,ev_951e9eaf5ba3,hm_3298667cddaa,0.5670102834701538,False
0.0,0.0005,200,sol_40e9b77786693273,ev_954e3685a976,hm_7a9cff01f511,0.5669726133346558,False
0.02,0.0001,100,sol_2cd9be049c44e0bb,ev_958253404098,hm_979a58ab8892,1.0895835161209106,False
0.02,0.0003,10,sol_be59bc323431cfb2,ev_958fdec1aab0,hm_1602ff939866,0.4545454680919647,False
0.01,0.0003,10,sol_43f9f2904c15a4ae,ev_960a29be9101,hm_3298667cddaa,0.6420477628707886,False
0.0,0.0001,20,sol_0061bfea96212a57,ev_9612023c2233,hm_a00ad2a2c52a,0.4545454680919647,False
0.0,0.0001,200,sol_da8c4567bd1c0dc1,ev_9631bb117fa4,hm_a00ad2a2c52a,0.4545454680919647,False
0.05,0.0001,400,sol_019f99f35fb9a705,ev_96609a162663,hm_9108b6e19b67,32.90739822387695,False
0.02,0.0001,200,sol_10ddf45de4aee21b,ev_96709a87a039,hm_979a58ab8892,1.0102893114089966,False
0.02,0.0005,50,sol_c1e09d5c67c6337c,ev_967f4d64bda6,hm_f442e5139114,0.5999613404273987,False
0.01,0.0005,400,sol_7ad0169b0515dd2a,ev_96c4bad82acd,hm_bd4d3751a16f,0.6414004564285278,False
0.01,0.0005,100,sol_0fdb635d422832e3,ev_96e4b4c26779,hm_bd4d3751a16f,0.5670037269592285,False
0.01,0.0003,50,sol_7b1e0faf7c7fbcab,ev_96e9286ab5a1,hm_3298667cddaa,0.6420294046401978,False
0.0,0.0001,1000,sol_9f6f31bc9c034563,ev_96fafc545528,hm_a00ad2a2c52a,1.1539121866226196,False
0.05,0.0001,200,sol_bed009a9e79dc7ab,ev_9798b84a2af2,hm_9108b6e19b67,2.6692113876342773,False
0.05,0.0001,20,sol_95c89c1358b3cb24,ev_97a993f57c48,hm_9108b6e19b67,0.6000000238418579,False
0.01,0.0005,400,sol_3807edc3c3ef2dc7,ev_97dd3bb43807,hm_bd4d3751a16f,0.72053462266922,False
0.02,0.0001,10,sol_a768550a88ff1fdb,ev_97ef3c32fc21,hm_979a58ab8892,0.4545454680919647,False
0.05,0.0005,10,sol_a075989023fe5279,ev_982dd830f7cb,hm_af8fc4d5852f,0.5670102834701538,False
0.05,0.0005,400,sol_1ae4f40a69b20416,ev_9846ecac28c5,hm_af8fc4d5852f,486.9715270996094,True
0.05,0.0001,100,sol_4629d025102794ea,ev_98bbc7fb2d3c,hm_9108b6e19b67,1.0188186168670654,False
0.0,0.0005,700,sol_69839edfd7135a6c,ev_98bbce235d0e,hm_7a9cff01f511,0.7607239484786987,False
0.02,0.0001,10,sol_a9aace90abf27796,ev_98d577d831d7,hm_979a58ab8892,0.4545454680919647,False
0.01,0.0001,1000,sol_8fb65ec1eb929752,ev_98e4a61f1197,hm_844cdcf42c7e,2.0026447772979736,False
0.05,0.0001,20,sol_972e80d729bfa9e9,ev_99046851a1da,hm_9108b6e19b67,0.6983240246772766,False
0.01,0.0005,20,sol_c1904a8f34ae8d8b,ev_9937aa4d7397,hm_bd4d3751a16f,0.4545454680919647,False
0.01,0.0003,20,sol_c56c7239ca2d3335,ev_9988b370b30f,hm_3298667cddaa,0.4545454680919647,False
0.0,0.0005,50,sol_758b9c4b1a291b51,ev_9a00494e3c85,hm_7a9cff01f511,0.4545454680919647,False
0.01,0.0003,50,sol_3586d38d62f6a45c,ev_9a0ca42ac0c8,hm_3298667cddaa,0.5669755339622498,False
0.01,0.0001,50,sol_b6f20fd2b676f293,ev_9a2684fe589c,hm_844cdcf42c7e,0.6848065853118896,False
0.01,0.0001,200,sol_8ed844e25eff811a,ev_9a3306ea42cc,hm_844cdcf42c7e,0.6979123950004578,False
0.02,0.0003,1000,sol_b3d04e4577c486a0,ev_9a62608577ea,hm_1602ff939866,198.5952606201172,True
0.01,0.0003,1000,sol_0b549a9cf855d31e,ev_9abd24335c85,hm_3298667cddaa,1.9841943979263306,False
0.0,0.0003,1000,sol_19f51e1094e5a88d,ev_9b2d9a63206c,hm_a0f8ed47a107,1.221336841583252,False
0.05,0.0001,20,sol_2347b16858224416,ev_9b33021bf8c1,hm_9108b6e19b67,0.6000000238418579,False
0.02,0.0005,1000,sol_420751ce6493603b,ev_9b6da740cb51,hm_f442e5139114,11.761846542358398,False
0.01,0.0001,200,sol_63bb47ebed73ed4d,ev_9b812de05a79,hm_844cdcf42c7e,0.5999021530151367,False
0.01,0.0001,700,sol_96bbff3a35663147,ev_9b863c493972,hm_844cdcf42c7e,1.6477179527282715,False
0.0,0.0005,10,sol_cad63045c602e1b8,ev_9bcf45d4d18e,hm_7a9cff01f511,0.4545454680919647,False
0.05,0.0005,20,sol_a765d36ef8621317,ev_9c05b8fc6ec6,hm_af8fc4d5852f,0.8553647994995117,False
0.05,0.0001,200,sol_99d1b4854aea4d0e,ev_9c234886fedc,hm_9108b6e19b67,1.601484249617599e+20,True
0.02,0.0001,50,sol_ea9f04d0f7c45471,ev_9c58d9fe4913,hm_979a58ab8892,0.4545454680919647,False
0.02,0.0005,50,sol_e3151dc6c9931de7,ev_9c64345645b7,hm_f442e5139114,0.5669771432876587,False
0.05,0.0005,700,sol_28a875b45d8e7d17,ev_9c7425990359,hm_af8fc4d5852f,665.7410278320312,True
0.01,0.0003,200,sol_5929a8a78c3a01ad,ev_9c775e87a6e7,hm_3298667cddaa,1.3628767728805542,False
0.0,0.0005,50,sol_8cac8e9a98f7a8ac,ev_9c8fd3371079,hm_7a9cff01f511,0.4545454680919647,False
0.01,0.0003,400,sol_7765822229d2b260,ev_9cd65a1d9c20,hm_3298667cddaa,1.8436533212661743,False
0.05,0.0001,1000,sol_1756e32970f0aa5b,ev_9cd75f948611,hm_9108b6e19b67,1030.0064697265625,True
0.05,0.0003,100,sol_72f4ddbae7a0b822,ev_9cf244badc56,hm_8c986396d3ec,1.3629357814788818,False
0.02,0.0005,100,sol_981e191e2f122f5c,ev_9d009178a4f1,hm_f442e5139114,0.7391496896743774,False
0.01,0.0005,200,sol_643a38ebfb93c495,ev_9d3fd09398fb,hm_bd4d3751a16f,0.8405798077583313,False
0.01,0.0003,20,sol_a50abce93b8fa359,ev_9d4f8cbdd39a,hm_3298667cddaa,0.4545454680919647,False
0.0,0.0005,100,sol_e4834f04cabf9b1d,ev_9d83d198d13c,hm_7a9cff01f511,0.4545454680919647,False
0.0,0.0003,50,sol_5e6335623da1b48f,ev_9da9ff5f9696,hm_a0f8ed47a107,0.4545454680919647,False
0.02,0.0001,200,sol_c1b2c425b7053699,ev_9e1b5af7650f,hm_979a58ab8892,1.435229778289795,False
0.0,0.0001,200,sol_a974725abbd4da74,ev_9e2dce60dff1,hm_a00ad2a2c52a,0.4545454680919647,False
0.01,0.0003,20,sol_e394111904b3143c,ev_9e3354837345,hm_3298667cddaa,0.4545454680919647,False
0.01,0.0005,400,sol_6d25118510a73238,ev_9e3ff76b899b,hm_bd4d3751a16f,3.000065326690674,False
0.02,0.0005,50,sol_54680f3d285b8a1a,ev_9e7b9d693a0f,hm_f442e5139114,0.5999730825424194,False
0.0,0.0001,200,sol_a8f8973bdac7e042,ev_9ebaaeb7f8f1,hm_a00ad2a2c52a,0.4545454680919647,False
0.02,0.0005,400,sol_67e3d342106593e0,ev_9ec3dbdc134a,hm_f442e5139114,2.2560784816741943,False
0.0,0.0003,10,sol_f1d5d242f69e26a4,ev_9ec547288502,hm_a0f8ed47a107,0.4545454680919647,False
0.02,0.0003,50,sol_44223b6614ca2331,ev_9eebab6a5e12,hm_1602ff939866,0.5669803619384766,False
0.01,0.0003,1000,sol_bbeef61fb0e1ca13,ev_9f5bcdc316d6,hm_3298667cddaa,1.8588570356369019,False
0.01,0.0001,700,sol_c584f544ae4264c9,ev_9f6344e34f18,hm_844cdcf42c7e,0.9591805934906006,False
0.05,0.0003,700,sol_6c1fb35ceb1db693,ev_9f6dc4c24030,hm_8c986396d3ec,1203.8377685546875,True
0.02,0.0005,20,sol_56cec25266d165b7,ev_9f760030ac48,hm_f442e5139114,0.4545454680919647,False
0.0,0.0003,1000,sol_d65fda3584a26dc5,ev_9f7a6ddbbf19,hm_a0f8ed47a107,1.2456120252609253,False
0.02,0.0005,10,sol_bacd6da00894b15f,ev_9f91f7ddd941,hm_f442e5139114,0.4545454680919647,False
0.05,0.0003,700,sol_2506cf6696a2a296,ev_9f9fedeabd10,hm_8c986396d3ec,247.438232421875,True
0.01,0.0003,20,sol_7fc8dd825ac210c7,ev_9fd4c5a4a769,hm_3298667cddaa,0.4545454680919647,False
0.0,0.0005,1000,sol_7191734d8edfa7b6,ev_9fe54d01a9d4,hm_7a9cff01f511,1.4999855756759644,False
0.02,0.0001,200,sol_cc10ccea5c3ff3da,ev_9fed1bac21e7,hm_979a58ab8892,0.566989541053772,False
0.01,0.0005,100,sol_6e4310aa4c871400,ev_a024c3de6251,hm_bd4d3751a16f,0.5999847650527954,False
0.02,0.0005,400,sol_cb30faf3f2448b25,ev_a0278fee1641,hm_f442e5139114,1.4998730421066284,False
0.01,0.0001,200,sol_92422c9b31c89f64,ev_a05c28ce29c8,hm_844cdcf42c7e,0.5669767260551453,False
0.05,0.0001,200,sol_c73b89ad2a1bc3ac,ev_a09223e12217,hm_9108b6e19b67,64.11369323730469,True
0.05,0.0003,50,sol_e7bdeb24ccdcbe94,ev_a0952b850943,hm_8c986396d3ec,0.5998963713645935,False
0.02,0.0003,20,sol_4a371267e3d3c1a7,ev_a09bdeb2efeb,hm_1602ff939866,0.4545454680919647,False
0.02,0.0003,20,sol_f150c49483c88a9d,ev_a0a92d01e050,hm_1602ff939866,0.5670102834701538,False
0.02,0.0001,50,sol_391aefeed014517f,ev_a0ff9344ad76,hm_979a58ab8892,0.4545454680919647,False
0.01,0.0003,10,sol_dd25f1e1181dbe7b,ev_a133f0897822,hm_3298667cddaa,0.4545454680919647,False
0.01,0.0005,200,sol_44d7d34db067d353,ev_a144bc5310d8,hm_bd4d3751a16f,0.7379150390625,False
0.02,0.0005,50,sol_f7a57cbeda32e4dc,ev_a14f2f01c518,hm_f442e5139114,0.4545454680919647,False
0.02,0.0003,400,sol_84ab2575461390da,ev_a16f8d83186c,hm_1602ff939866,1.0387251377105713,False
0.05,0.0001,400,sol_c763cd909e7e872a,ev_a1d6c73d178b,hm_9108b6e19b67,124.16393280029297,True
0.05,0.0001,200,sol_207b3bd6fa25097f,ev_a1f56c1b5a30,hm_9108b6e19b67,2.2238352298736572,False
0.02,0.0001,100,sol_ac4ebea898db3b34,ev_a226be8d7661,hm_979a58ab8892,0.5670015215873718,False
0.0,0.0001,100,sol_338158da4323d356,ev_a22f39fc4fbb,hm_a00ad2a2c52a,0.4545454680919647,False
0.01,0.0005,400,sol_49f0b02f7fdabe82,ev_a289a7f1d638,hm_bd4d3751a16f,1.4350687265396118,False
0.0,0.0005,50,sol_83754b99b0b38760,ev_a28ee93e91a0,hm_7a9cff01f511,0.4545454680919647,False
0.01,0.0003,1000,sol_1d250da2b22a7890,ev_a29cf990c306,hm_3298667cddaa,32.2088737487793,False
0.02,0.0005,20,sol_c766b0abf1195fe0,ev_a2a3c330ff20,hm_f442e5139114,0.4545454680919647,False
0.01,0.0001,10,sol_476f7c6f1fb727dc,ev_a32bd0dbf293,hm_844cdcf42c7e,0.4545454680919647,False
0.05,0.0001,1000,sol_5bdeb61f3547b500,ev_a339b2836e99,hm_9108b6e19b67,1306.2840576171875,True
0.0,0.0005,100,sol_d3a05b11ba73ddf0,ev_a359cf9812b5,hm_7a9cff01f511,1.258220911026001,False
0.02,0.0001,700,sol_2988d9a353afb81e,ev_a36cbf24a43d,hm_979a58ab8892,2.155052661895752,False
0.02,0.0003,50,sol_8f562421e2af55b2,ev_a3c656629eed,hm_1602ff939866,0.5669787526130676,False
0.02,0.0003,700,sol_58048287adb5e2ec,ev_a4244a65c4e8,hm_1602ff939866,2.355971336364746,False
0.02,0.0005,20,sol_87e31310aa3c801b,ev_a4567656b137,hm_f442e5139114,0.4545454680919647,False
0.0,0.0003,10,sol_f18876c67d52aa09,ev_a469caeb6b26,hm_a0f8ed47a107,0.4545454680919647,False
0.01,0.0005,400,sol_44f3b7121ceed8a6,ev_a4d53d63be97,hm_bd4d3751a16f,1.391884207725525,False
0.01,0.0003,20,sol_14225f7b9ce97731,ev_a51f59d1a16d,hm_3298667cddaa,0.4545454680919647,False
0.05,0.0001,10,sol_66a116aeb051479b,ev_a5523a1e4fd4,hm_9108b6e19b67,0.4545454680919647,False
0.0,0.0001,50,sol_d9fc5554bcfcd171,ev_a56ad78a3e23,hm_a00ad2a2c52a,0.4545454680919647,False
0.0,0.0005,50,sol_6cd821f4faa1f8eb,ev_a5a456cec92d,hm_7a9cff01f511,0.4545454680919647,False
0.02,0.0003,50,sol_97aad06a58a76e59,ev_a5de2986c89f,hm_1602ff939866,0.5670003890991211,False
0.01,0.0001,1000,sol_960825dc77213243,ev_a5ff34c17478,hm_844cdcf42c7e,1.040192723274231,False
0.05,0.0001,50,sol_0bb548162ade6589,ev_a6139a8b7b18,hm_9108b6e19b67,0.864861249923706,False
0.0,0.0001,20,sol_adf285028eb6b0c9,ev_a61993a36eab,hm_a00ad2a2c52a,0.4545454680919647,False
0.0,0.0001,10,sol_6191795b2a76e145,ev_a61f522e8f3a,hm_a00ad2a2c52a,0.4545454680919647,False
0.01,0.0003,50,sol_0c1b5c60582733dc,ev_a620743f2518,hm_3298667cddaa,0.6000005006790161,False
0.05,0.0001,1000,sol_2c7fa5fd6a710b6a,ev_a6229f909e30,hm_9108b6e19b67,887.58740234375,True
0.02,0.0005,50,sol_dbabd370c18dab86,ev_a623e84798eb,hm_f442e5139114,0.5669817924499512,False
0.01,0.0001,200,sol_6445d557e9d13174,ev_a63ac033e6ba,hm_844cdcf42c7e,0.5998857021331787,False
0.0,0.0001,200,sol_e32109be36d82b1f,ev_a648167a83d6,hm_a00ad2a2c52a,0.4545454680919647,False
0.02,0.0003,100,sol_ed279db71b2abb58,ev_a65aaf11ee9d,hm_1602ff939866,0.5999638438224792,False
0.05,0.0003,200,sol_bb6348a2f1d57c9c,ev_a66e40bac980,hm_8c986396d3ec,2.2695717811584473,False
0.0,0.0001,200,sol_7cc55e82220511ce,ev_a6a71710f01c,hm_a00ad2a2c52a,0.4545454680919647,False
0.01,0.0005,20,sol_8b90d4707a587ee3,ev_a6c5eea7fffa,hm_bd4d3751a16f,0.4545454680919647,False
0.01,0.0005,50,sol_6a556622b0ad1274,ev_a6d4ec7bf066,hm_bd4d3751a16f,0.5669753551483154,False
0.01,0.0005,50,sol_dcf8bb65fcf1c2f1,ev_a7131d665dbf,hm_bd4d3751a16f,0.4545454680919647,False
0.0,0.0005,700,sol_873795a832f259d8,ev_a7319d5effa8,hm_7a9cff01f511,1.145696997642517,False
0.05,0.0005,1000,sol_63573041a21c59c7,ev_a75898bf0335,hm_af8fc4d5852f,1368.307861328125,True
0.0,0.0005,20,sol_24e37817dc61604f,ev_a76047f0861f,hm_7a9cff01f511,0.4545454680919647,False
0.05,0.0003,20,sol_096d902aab3650c0,ev_a77710c0841f,hm_8c986396d3ec,0.4545454680919647,False
0.02,0.0005,20,sol_f4152943f69d4ccb,ev_a79f969ab976,hm_f442e5139114,0.4545454680919647,False
0.0,0.0001,20,sol_526f6678a6503531,ev_a7a6ac3a7e21,hm_a00ad2a2c52a,0.4545454680919647,False
0.02,0.0001,700,sol_83692b8d50116de7,ev_a7b5f210c05a,hm_979a58ab8892,1.8140559196472168,False
0.05,0.0005,1000,sol_b5355c9866b577aa,ev_a7dcd3a4b636,hm_af8fc4d5852f,1030.33056640625,True
0.05,0.0001,100,sol_c763c21a8043a55a,ev_a7e6b9a79f6f,hm_9108b6e19b67,1.0005006790161133,False
0.01,0.0001,50,sol_9a393cfab8077f32,ev_a86e4d76bf2f,hm_844cdcf42c7e,0.4545454680919647,False
0.02,0.0001,700,sol_e51725fbb2fa5c7d,ev_a879cdd2560e,hm_979a58ab8892,2.310561418533325,False
0.01,0.0003,50,sol_c00487b8a9cef62a,ev_a87d3809e79b,hm_3298667cddaa,0.4545454680919647,False
0.02,0.0005,1000,sol_0d98a2bd5fff06be,ev_a87e8f137e16,hm_f442e5139114,4.609281063079834,False
0.05,0.0003,50,sol_1a3dd67d08cd3995,ev_a88894503208,hm_8c986396d3ec,0.7349293828010559,False
0.01,0.0001,700,sol_70d5f0c1e5140756,ev_a89924e96a57,hm_844cdcf42c7e,1.4999357461929321,False
0.0,0.0001,400,sol_10158749cc0c1b88,ev_a8beb8fa4118,hm_a00ad2a2c52a,0.4545454680919647,False
0.0,0.0001,1000,sol_6244cf1c0915936e,ev_a8d5e43928a0,hm_a00ad2a2c52a,0.4545454680919647,False
0.01,0.0001,100,sol_a15818087536aa7f,ev_a8ed406eaadb,hm_844cdcf42c7e,0.4545454680919647,False
0.02,0.0003,400,sol_f21d74034b75210e,ev_a8f55d95d638,hm_1602ff939866,2.0363574028015137,False
0.05,0.0005,1000,sol_11432f61f4a62ad4,ev_a8febd271488,hm_af8fc4d5852f,1008.0305786132812,True
0.0,0.0001,20,sol_353476a2285d2727,ev_a92538ae2818,hm_a00ad2a2c52a,0.4545454680919647,False
0.0,0.0003,700,sol_7cd8f6c2be1b7959,ev_a928ca84825c,hm_a0f8ed47a107,0.7435176968574524,False
0.01,0.0003,400,sol_4ca8072d3bace2ff,ev_a92fbb90f4c8,hm_3298667cddaa,1.500006079673767,False
0.05,0.0001,200,sol_77533e6f34f33ff8,ev_a99a471aeede,hm_9108b6e19b67,4.1722092628479,False
0.0,0.0001,700,sol_f4a698233b0700dd,ev_a9a61c272fd7,hm_a00ad2a2c52a,0.4545453190803528,False
0.02,0.0003,100,sol_c4cea0b20bd105d8,ev_a9f7e80969c8,hm_1602ff939866,1.4999901056289673,False
0.02,0.0005,200,sol_d0b826694679980c,ev_aa8a43b3e1d9,hm_f442e5139114,1.2690106630325317,False
0.05,0.0003,200,sol_337cfc4702483ea6,ev_aa9678e561ec,hm_8c986396d3ec,11.947407722473145,False
0.01,0.0001,1000,sol_dc3f471451c97c2a,ev_aac526fdf8e0,hm_844cdcf42c7e,1.711333990097046,False
0.0,0.0005,50,sol_ce3bdd5d20b89c91,ev_ab056c7c5f6c,hm_7a9cff01f511,0.5669757127761841,False
0.01,0.0003,10,sol_840b572c96dec450,ev_ab41369db58e,hm_3298667cddaa,0.4545454680919647,False
0.02,0.0003,700,sol_1acc612c705bee2b,ev_ab66e83ae73a,hm_1602ff939866,3.47517991065979,False
0.05,0.0001,1000,sol_3dabb3ab1b929245,ev_ab79a7a1695c,hm_9108b6e19b67,1296.180908203125,True
0.0,0.0005,100,sol_fb544c29ca0225f2,ev_ab866f79962e,hm_7a9cff01f511,0.6000000238418579,False
0.02,0.0005,400,sol_6d35bbfae1562ce0,ev_abec8486d03e,hm_f442e5139114,4.258325099945068,False
0.01,0.0003,100,sol_f6343bf369873784,ev_ac39fd26e511,hm_3298667cddaa,0.5669761896133423,False
0.02,0.0003,50,sol_c49debce1ef2a99e,ev_ac62e26948db,hm_1602ff939866,0.4545454680919647,False
0.01,0.0005,100,sol_2dac807f1e3a98e1,ev_ac65b89f0d43,hm_bd4d3751a16f,0.5670003294944763,False
0.01,0.0003,200,sol_5fef26b642004f01,ev_ac87cc2bf688,hm_3298667cddaa,0.5669633150100708,False
0.02,0.0001,10,sol_20aee3cde12a5392,ev_ac9736eee093,hm_979a58ab8892,0.4545454680919647,False
0.0,0.0003,200,sol_ab83eb78eae60b3f,ev_ac9ebc024993,hm_a0f8ed47a107,0.5996930003166199,False
0.02,0.0001,200,sol_a9c060e86c0d5a67,ev_acc3f9943bdd,hm_979a58ab8892,1.500001072883606,False
0.01,0.0003,10,sol_7849bcdceb7787b2,ev_ace706ba5596,hm_3298667cddaa,0.4545454680919647,False
0.0,0.0003,1000,sol_ca574b0889cc2678,ev_ad21d48e2cca,hm_a0f8ed47a107,0.6980133652687073,False
0.0,0.0001,10,sol_f0f250d38d5a1130,ev_ad2f01d32e9e,hm_a00ad2a2c52a,0.4545454680919647,False
0.01,0.0003,50,sol_00d4e259d1734893,ev_ad58350797ed,hm_3298667cddaa,0.4545454680919647,False
0.01,0.0005,700,sol_3c50203bccf8df0b,ev_ad7169a45473,hm_bd4d3751a16f,3.9541640281677246,False
0.0,0.0005,200,sol_565d85a8452d6830,ev_ad93672c1c25,hm_7a9cff01f511,0.6000000238418579,False
0.0,0.0005,400,sol_6a827b59525c56eb,ev_adec4fcb3634,hm_7a9cff01f511,0.5994473099708557,False
0.0,0.0005,700,sol_3b54d628527860ac,ev_ae194820582e,hm_7a9cff01f511,0.9265111088752747,False
0.02,0.0001,20,sol_477726181284046d,ev_ae2869aa0868,hm_979a58ab8892,0.4545454680919647,False
0.02,0.0003,50,sol_c65f6d585a6ff642,ev_ae65d6241ebc,hm_1602ff939866,0.4545454680919647,False
0.05,0.0003,100,sol_21a681fd72f910bb,ev_ae7b9d501d04,hm_8c986396d3ec,0.8552589416503906,False
0.02,0.0001,20,sol_5daf42da27861c2c,ev_ae96f6dc199b,hm_979a58ab8892,0.4545454680919647,False
0.02,0.0003,10,sol_3b51246cb5859b7c,ev_afa2a4522bdb,hm_1602ff939866,0.4545454680919647,False
0.01,0.0003,700,sol_547491d9442d7595,ev_afaec4306a03,hm_3298667cddaa,2.6249918937683105,False
0.01,0.0001,100,sol_94e1dc725c6eedd9,ev_afeb56e123cf,hm_844cdcf42c7e,0.5999718308448792,False
0.01,0.0001,1000,sol_ae6cbc43e05a661a,ev_aff1a117c3c2,hm_844cdcf42c7e,1.499768614768982,False
0.05,0.0003,700,sol_abf6b555b6947172,ev_aff82cf049b7,hm_8c986396d3ec,1889.260009765625,True
0.02,0.0005,700,sol_ff023f6ac537cbc7,ev_b018f1e0808b,hm_f442e5139114,4.971611976623535,False
0.05,0.0005,400,sol_dd5726b3c0245fb9,ev_b034a918b055,hm_af8fc4d5852f,8.214729309082031,False
0.0,0.0005,20,sol_213832223910c83a,ev_b050a1d7ab19,hm_7a9cff01f511,0.4545454680919647,False
0.02,0.0001,10,sol_dda3099cc8bf2988,ev_b05920a2383c,hm_979a58ab8892,0.4545454680919647,False
0.0,0.0005,1000,sol_c65fa99218079ab6,ev_b06e503544c1,hm_7a9cff01f511,0.989678144454956,False
0.01,0.0001,700,sol_434ac785e3daf5eb,ev_b070c2fbe9c8,hm_844cdcf42c7e,1.4999687671661377,False
0.05,0.0005,50,sol_9a164cd02d92edcf,ev_b0cd0ac8a5e9,hm_af8fc4d5852f,1.072685718536377,False
0.0,0.0001,50,sol_ca0edd8046beff9c,ev_b107ab39de1a,hm_a00ad2a2c52a,0.4545454680919647,False
0.0,0.0003,10,sol_72a180fea980714f,ev_b10e0c2b5ad1,hm_a0f8ed47a107,0.4545454680919647,False
0.0,0.0001,100,sol_bc24797b156aa04d,ev_b1222590de9a,hm_a00ad2a2c52a,0.4545454680919647,False
0.01,0.0003,100,sol_dae27ab1cf497140,ev_b15dc713c938,hm_3298667cddaa,0.5669787526130676,False
0.0,0.0003,20,sol_e0f589817c12fefe,ev_b1b52d07a35a,hm_a0f8ed47a107,0.4545454680919647,False
0.01,0.0005,10,sol_d48a78f0d81066f7,ev_b1f29510be37,hm_bd4d3751a16f,0.4545454680919647,False
0.01,0.0001,400,sol_01b4f6b2c1a6cf56,ev_b1f3a80363cb,hm_844cdcf42c7e,0.7378095984458923,False
0.01,0.0001,700,sol_86caa32040c3c6ac,ev_b216bc978639,hm_844cdcf42c7e,1.580754041671753,False
0.05,0.0005,20,sol_dfaabc7a5042ed07,ev_b221dd16adbc,hm_af8fc4d5852f,0.4545454680919647,False
0.01,0.0001,50,sol_74760aa49582d241,ev_b230d84aa23e,hm_844cdcf42c7e,0.4545454680919647,False
0.01,0.0005,1000,sol_c83b90a959197c89,ev_b23ed85ec367,hm_bd4d3751a16f,1.5902522802352905,False
0.0,0.0005,100,sol_e7106cabacd0876a,ev_b255fc65245b,hm_7a9cff01f511,0.5669754147529602,False
0.01,0.0003,400,sol_38298ba387ee0d53,ev_b264135ff7a6,hm_3298667cddaa,0.6979089379310608,False
0.05,0.0005,20,sol_0c42692e78e7bbe9,ev_b26a7a854614,hm_af8fc4d5852f,0.6721629500389099,False
0.02,0.0001,200,sol_e0ad09e581347b70,ev_b2a7ca422272,hm_979a58ab8892,1.092519760131836,False
0.02,0.0005,20,sol_0b26931e999ecd45,ev_b2c1d4d21860,hm_f442e5139114,0.6000000238418579,False
0.0,0.0005,200,sol_3567c66032d18146,ev_b2d83822220b,hm_7a9cff01f511,0.5995640158653259,False
0.0,0.0003,100,sol_b001d3c45cdf229d,ev_b2fc8bbc998a,hm_a0f8ed47a107,0.4545454680919647,False
0.0,0.0001,100,sol_319b37cbca330008,ev_b30f2553ae3e,hm_a00ad2a2c52a,0.4545454680919647,False
0.02,0.0003,100,sol_35508282170a173e,ev_b33ac45465b6,hm_1602ff939866,0.6290488839149475,False
0.05,0.0003,400,sol_97d41998c2a45b81,ev_b3405b480590,hm_8c986396d3ec,146.0832977294922,True
0.0,0.0005,100,sol_ef1ee6ea7ee379d1,ev_b36fe4b842c6,hm_7a9cff01f511,1.258220911026001,False
0.02,0.0001,20,sol_c9f11e51a4c14137,ev_b37289e5b86b,hm_979a58ab8892,0.4545454680919647,False
0.01,0.0005,100,sol_1b71cc3e67e2f7db,ev_b3aefaebf6e0,hm_bd4d3751a16f,0.8106446266174316,False
0.0,0.0001,10,sol_02d144421647e019,ev_b4086c4068b8,hm_a00ad2a2c52a,0.4545454680919647,False
