hit_ineff,sigma_scatt,n_trk,sol_key,event_key,ham_key,max_abs_x,excluded
0.0,0.0003,50,sol_fba290102edb35d1,ev_47d9c42b104c,hm_a0f8ed47a107,0.4545454680919647,False
0.1,0.0005,50,sol_0ed5c1f1e7d2d60a,ev_47db7d5e0148,hm_7a9cff01f511,0.4545454680919647,False
0.01,0.0007,20,sol_c97fe166d7208515,ev_47e314436e55,hm_b46918a75620,0.4545454680919647,False
0.02,0.001,700,sol_8c7d90e7121d0519,ev_47e52a0a2179,hm_8de6b26636d5,1.4993658065795898,False
0.0,0.0001,700,sol_ef5a48287fdc65ce,ev_47e762185c13,hm_a00ad2a2c52a,0.5642499923706055,False
0.01,0.0001,1000,sol_1c390f0d3b97245a,ev_47ec71ffc95f,hm_a00ad2a2c52a,0.5994437336921692,False
0.01,0.0003,20,sol_84c782ac244501ac,ev_47fe14b1ff1c,hm_a0f8ed47a107,0.4545454680919647,False
0.1,0.0001,10,sol_331118b7f9604986,ev_481b00f6d342,hm_a00ad2a2c52a,0.4545454680919647,False
0.02,0.0007,50,sol_cfe6f42c0768501a,ev_481b6b7ab80c,hm_b46918a75620,0.4545454680919647,False
0.05,0.0003,50,sol_1c7565c04700ad86,ev_483a2f3a1dd6,hm_a0f8ed47a107,0.4545454680919647,False
0.01,0.0003,1000,sol_c50cd79101a52ba6,ev_48701edc87db,hm_a0f8ed47a107,0.9116349220275879,False
0.1,0.0005,20,sol_a4d0f07f0dd49873,ev_487ddf43ac26,hm_7a9cff01f511,0.4545454680919647,False
0.0,0.0007,20,sol_7a1a68e1dd2d57fc,ev_48877aacdd97,hm_b46918a75620,0.4545454680919647,False
0.05,0.0007,200,sol_71f2bb45f5b80265,ev_4887d315b861,hm_b46918a75620,0.4545454680919647,False
0.05,0.001,200,sol_c0ca1722601978d4,ev_488c93e9f36d,hm_8de6b26636d5,0.7819831967353821,False
0.1,0.0007,200,sol_070302f024ad73f8,ev_489d34bc2559,hm_b46918a75620,0.566973090171814,False
0.02,0.0001,100,sol_eba07787fd50a458,ev_48a51f8611cc,hm_a00ad2a2c52a,0.4545454680919647,False
0.02,0.0007,200,sol_3275706dc12ef0c8,ev_48ad77c9bbb4,hm_b46918a75620,0.5998930335044861,False
0.05,0.0007,20,sol_2bd1ba07f8bfd7b1,ev_48c0bdea8575,hm_b46918a75620,0.4545454680919647,False
0.05,0.0001,10,sol_3e3510475bed673d,ev_48cfdbd17777,hm_a00ad2a2c52a,0.4545454680919647,False
0.01,0.0005,400,sol_8b4e65214ca8ad07,ev_48d3a8355837,hm_7a9cff01f511,1.2581336498260498,False
0.01,0.0001,700,sol_3bc86b42497456a1,ev_48d868962ed6,hm_a00ad2a2c52a,0.45454397797584534,False
0.0,0.0001,700,sol_68b69b6b7485f0e6,ev_48d8c5b46b99,hm_a00ad2a2c52a,0.564259946346283,False
0.01,0.001,400,sol_4f6e620801ef3238,ev_48fb86553df5,hm_8de6b26636d5,0.9057130813598633,False
0.05,0.0007,400,sol_4fa15e1b67b1f3e0,ev_4906d86f5cc8,hm_b46918a75620,0.7353307604789734,False
0.05,0.001,700,sol_1dd877f39f3d0815,ev_4909b53ca989,hm_8de6b26636d5,1.3235520124435425,False
0.1,0.0007,20,sol_6a65a40fa650e6fc,ev_491f5c009cc1,hm_b46918a75620,0.4545454680919647,False
0.01,0.0001,50,sol_24ac9c0a2695e8f6,ev_4927faf43f50,hm_a00ad2a2c52a,0.4545454680919647,False
0.02,0.001,20,sol_ddbc412b6490ff8e,ev_4941a217898e,hm_8de6b26636d5,0.4545454680919647,False
0.02,0.0005,700,sol_4367df63a4416bc3,ev_494a25d6f559,hm_7a9cff01f511,0.7361846566200256,False
0.1,0.001,200,sol_8eb1e7990ef29b05,ev_494d3f5cb438,hm_8de6b26636d5,1.3919017314910889,False
0.02,0.0005,200,sol_fe9c9a2e45d6ac8b,ev_4951ef21fdd5,hm_7a9cff01f511,0.5669028759002686,False
0.05,0.001,100,sol_ab7d9db892ea1ee0,ev_4954d6045e89,hm_8de6b26636d5,0.5669676065444946,False
0.01,0.0003,700,sol_4ee7f0c866b308bf,ev_49568ef1014d,hm_a0f8ed47a107,0.5669423341751099,False
0.1,0.0007,1000,sol_bd5ede92c99dcd41,ev_4958c6e7d6b2,hm_b46918a75620,1.9646553993225098,False
0.1,0.0003,100,sol_c9ca80255a997093,ev_497016957ffc,hm_a0f8ed47a107,0.4545454680919647,False
0.01,0.0003,200,sol_a8fde080a6db0bf5,ev_49752faf68ff,hm_a0f8ed47a107,0.4545441269874573,False
0.01,0.0003,20,sol_a891ab8afdafad48,ev_498a5b4415de,hm_a0f8ed47a107,0.4545454680919647,False
0.0,0.0005,400,sol_6800ea0ff47a9166,ev_498d762bc435,hm_7a9cff01f511,0.566933274269104,False
0.05,0.001,50,sol_bf7258abeba4bfc7,ev_49a4f857cd30,hm_8de6b26636d5,0.5669733285903931,False
0.01,0.0005,1000,sol_1bfb247277b6256c,ev_49b8399dfbb3,hm_7a9cff01f511,1.3910291194915771,False
0.1,0.0001,400,sol_32ad281832ab27b1,ev_49cf55320ebb,hm_a00ad2a2c52a,0.5669314861297607,False
0.1,0.0003,100,sol_2ac2ac0e57c0895a,ev_49d52c465d32,hm_a0f8ed47a107,0.4545454680919647,False
0.0,0.0005,50,sol_ff8927132c358b89,ev_49d796ce40c9,hm_7a9cff01f511,0.4545454680919647,False
0.01,0.0005,10,sol_a47e028ada447f36,ev_49e50fb3720a,hm_7a9cff01f511,0.4545454680919647,False
0.01,0.0003,100,sol_e1db7fc62d778d9d,ev_49eae652918b,hm_a0f8ed47a107,0.4545454680919647,False
0.1,0.0005,1000,sol_faa2a711aaaa8793,ev_49ecbbe8c797,hm_7a9cff01f511,0.9116096496582031,False
0.01,0.0001,20,sol_d31ff5fd276af629,ev_4a40022f5b57,hm_a00ad2a2c52a,0.4545454680919647,False
0.01,0.0003,10,sol_8f62d8f48d0c815c,ev_4a4374ce4324,hm_a0f8ed47a107,0.4545454680919647,False
0.0,0.0003,200,sol_8f18c39c72eddbf4,ev_4a4bb9068618,hm_a0f8ed47a107,0.5669743418693542,False
0.01,0.0001,400,sol_1e6ad9c2d3da7e02,ev_4a5b0e5075dc,hm_a00ad2a2c52a,0.4545429050922394,False
0.1,0.001,200,sol_1f196f424617a0fc,ev_4a69486e9f1b,hm_8de6b26636d5,0.7607763409614563,False
0.02,0.0007,400,sol_5b362845f90a5428,ev_4a72e11129d8,hm_b46918a75620,1.2209852933883667,False
0.1,0.001,20,sol_7b31f03ed8e76aa7,ev_4a7f488992f3,hm_8de6b26636d5,0.4545454680919647,False
0.02,0.0003,200,sol_73e184087edbd7d6,ev_4a817aba7bfe,hm_a0f8ed47a107,0.4545454680919647,False
0.1,0.0007,10,sol_88b8e54ccfa22e36,ev_4a86f076ff01,hm_b46918a75620,0.4545454680919647,False
0.0,0.001,20,sol_a1d5542df5e38bbd,ev_4a8836a3affa,hm_8de6b26636d5,0.4545454680919647,False
0.05,0.0003,200,sol_95f89fa68ee64f8c,ev_4aa915a206be,hm_a0f8ed47a107,0.4545454680919647,False
0.02,0.0005,100,sol_8016e179640aaafe,ev_4aad422290f0,hm_7a9cff01f511,0.6291411519050598,False
0.1,0.0003,700,sol_7c1a3cb9c45b12b9,ev_4ac59506f37e,hm_a0f8ed47a107,0.59536212682724,False
0.02,0.001,100,sol_60af91f4daed7f09,ev_4adac1e57a4b,hm_8de6b26636d5,1.4352288246154785,False
0.01,0.0007,200,sol_1c9b6b557755369d,ev_4ade9968675e,hm_b46918a75620,1.2167876958847046,False
0.01,0.0007,1000,sol_c872c89a17a79d24,ev_4af71e71447c,hm_b46918a75620,1.6794204711914062,False
0.0,0.0003,20,sol_8ac548c666357e30,ev_4afbc80cf4cf,hm_a0f8ed47a107,0.4545454680919647,False
0.05,0.001,700,sol_af821074cf2ef8c2,ev_4b0dad72e6e9,hm_8de6b26636d5,1.4352447986602783,False
0.1,0.0005,20,sol_bf2dc25ea33947e7,ev_4b19ae5c0977,hm_7a9cff01f511,0.4545454680919647,False
0.05,0.0003,700,sol_efdd00265b376897,ev_4b79d1f21181,hm_a0f8ed47a107,0.7427903413772583,False
0.01,0.0003,400,sol_50fc2f47d8033b75,ev_4b8fc61f75b7,hm_a0f8ed47a107,0.5956671237945557,False
0.05,0.0001,700,sol_10fcd6f9a02df6f9,ev_4b9b214dc51e,hm_a00ad2a2c52a,0.4545382857322693,False
0.02,0.0005,200,sol_8a9fba54ffe1efc2,ev_4baf84f31d6d,hm_7a9cff01f511,0.5669369697570801,False
0.01,0.0003,50,sol_8874478ec9675bb8,ev_4c0eb20380b0,hm_a0f8ed47a107,0.4545454680919647,False
0.05,0.0007,50,sol_fea9354d7f5bc365,ev_4c23b13857d4,hm_b46918a75620,0.5669957995414734,False
0.0,0.0005,1000,sol_a6d657ff8d59b382,ev_4c3ab3ba8670,hm_7a9cff01f511,2.187924385070801,False
0.01,0.0003,50,sol_6bc9a3fa4c672b14,ev_4c3d7da5d8e7,hm_a0f8ed47a107,0.4545454680919647,False
0.01,0.0003,400,sol_2f088757d704cc86,ev_4c3f64bcee7a,hm_a0f8ed47a107,0.45454391837120056,False
0.05,0.0005,400,sol_863cbb594519cfa5,ev_4c4c83848a23,hm_7a9cff01f511,0.5998415350914001,False
0.05,0.0001,20,sol_1805b9e9373a5f00,ev_4c4ec4551241,hm_a00ad2a2c52a,0.4545454680919647,False
0.02,0.0003,10,sol_8690b12ad7426bed,ev_4c5e62915c1b,hm_a0f8ed47a107,0.4545454680919647,False
0.02,0.001,50,sol_304ee3aa3df71806,ev_4c93db6b97fd,hm_8de6b26636d5,0.4545454680919647,False
0.1,0.0007,700,sol_6c842ebf1020ff9b,ev_4cd5193744f7,hm_b46918a75620,0.7803322076797485,False
0.05,0.0005,20,sol_b4ea6fe4d39238fe,ev_4d15ff837b57,hm_7a9cff01f511,0.4545454680919647,False
0.01,0.001,400,sol_66d774d10f4b4eff,ev_4d1ad8516740,hm_8de6b26636d5,0.7814935445785522,False
0.1,0.0005,50,sol_a692eb8e5f27db18,ev_4d20a8a0c558,hm_7a9cff01f511,0.4545454680919647,False
0.1,0.0005,1000,sol_58fcd9d2f187a905,ev_4d5391ddaa64,hm_7a9cff01f511,1.0350439548492432,False
0.0,0.0005,50,sol_1b37325017bdc03e,ev_4d5e1aeaf50f,hm_7a9cff01f511,0.4545454680919647,False
0.1,0.001,700,sol_b117e519462e0360,ev_4d7384259a68,hm_8de6b26636d5,1.4899351596832275,False
0.02,0.0003,50,sol_fc526e8b4693a4b3,ev_4d7a6c688e4c,hm_a0f8ed47a107,0.4545454680919647,False
0.01,0.001,1000,sol_037d474435ade54a,ev_4d7c4fa52eb6,hm_8de6b26636d5,2.1879801750183105,False
0.0,0.0003,50,sol_2772cb0fb7925eff,ev_4d7f5a258efc,hm_a0f8ed47a107,0.4545454680919647,False
0.01,0.0007,10,sol_e39fcc37248dbc63,ev_4d8128e0ff1e,hm_b46918a75620,0.4545454680919647,False
0.05,0.0001,50,sol_f1a25aebf8e8e61d,ev_4d820805d766,hm_a00ad2a2c52a,0.4545454680919647,False
0.1,0.0007,700,sol_7d6d9925e04a0b5b,ev_4d88e8f22840,hm_b46918a75620,1.4998412132263184,False
0.1,0.001,10,sol_0c32e0398f9389d7,ev_4d91d44f67bd,hm_8de6b26636d5,0.4545454680919647,False
0.02,0.001,400,sol_ba524977c74b9b3b,ev_4d9da71b56ff,hm_8de6b26636d5,2.1087512969970703,False
0.0,0.001,400,sol_5a79b5f90b245687,ev_4dbcc116cab7,hm_8de6b26636d5,0.7603077292442322,False
0.0,0.001,1000,sol_aef4a7c5e256270b,ev_4dce59db85fd,hm_8de6b26636d5,1.872077465057373,False
0.05,0.0001,700,sol_8050194caa4b225d,ev_4dd3adee66ca,hm_a00ad2a2c52a,0.6416158080101013,False
0.1,0.0007,200,sol_9a6a14b36a5a8656,ev_4dd5df94430b,hm_b46918a75620,0.5669658184051514,False
0.1,0.0007,50,sol_885d53bfd1b5cfaf,ev_4de1e06dbc2a,hm_b46918a75620,0.4545454680919647,False
0.05,0.0005,20,sol_f9a7ffc306355009,ev_4de8516c00e1,hm_7a9cff01f511,0.4545454680919647,False
0.1,0.001,100,sol_d379f5a5fef2eb62,ev_4ded7bbbf3c1,hm_8de6b26636d5,0.5669651031494141,False
0.02,0.0003,700,sol_db69e8058a78b6be,ev_4df0f561f5fc,hm_a0f8ed47a107,0.8316553831100464,False
0.1,0.0003,700,sol_368fdfcc34ea27f4,ev_4df6fb85e96c,hm_a0f8ed47a107,0.5993239879608154,False
0.02,0.0005,10,sol_9bf1f0c760d6f831,ev_4e02ae520c2f,hm_7a9cff01f511,0.4545454680919647,False
0.1,0.0007,200,sol_b0ae7bc43438e7e8,ev_4e1e40e21527,hm_b46918a75620,0.953048050403595,False
0.0,0.0007,50,sol_85b20944676ab398,ev_4e23a8935772,hm_b46918a75620,0.5669783353805542,False
0.02,0.0001,100,sol_b21f21b90b06b2c9,ev_4e258766b940,hm_a00ad2a2c52a,0.4545454680919647,False
0.01,0.0003,50,sol_8073cd4760d139db,ev_4e38a6148e69,hm_a0f8ed47a107,0.4545454680919647,False
0.0,0.0001,700,sol_8d775d358ca6cb0b,ev_4e3ab329de75,hm_a00ad2a2c52a,0.5642353892326355,False
0.0,0.0003,200,sol_2082d510db4801ce,ev_4e419c1001b0,hm_a0f8ed47a107,0.5669754147529602,False
0.02,0.0007,50,sol_267cadf357a1f491,ev_4e70eedb85db,hm_b46918a75620,0.4545454680919647,False
0.02,0.0007,20,sol_c0fdd74a92368c40,ev_4ea27ea3d5de,hm_b46918a75620,0.4545454680919647,False
0.05,0.001,50,sol_d160e9f857327690,ev_4ebb84050d0d,hm_8de6b26636d5,0.5669664144515991,False
0.1,0.0003,400,sol_a6bb736e4da6eb19,ev_4ebd507a07f0,hm_a0f8ed47a107,0.566954493522644,False
0.02,0.001,10,sol_5dbcecf7fa58937e,ev_4ecc1f1c0f0a,hm_8de6b26636d5,0.4545454680919647,False
0.0,0.0003,50,sol_004f64bcb048dd65,ev_4ecc79308e4e,hm_a0f8ed47a107,0.4545454680919647,False
0.01,0.0003,10,sol_ba8935e1bb0826d5,ev_4ef6396e74cd,hm_a0f8ed47a107,0.4545454680919647,False
0.05,0.001,20,sol_5c3453d3209fff2a,ev_4ef7b7ce1f14,hm_8de6b26636d5,0.4545454680919647,False
0.01,0.0003,10,sol_3028fe68338d0a5a,ev_4f0aa0572cba,hm_a0f8ed47a107,0.4545454680919647,False
0.01,0.0001,1000,sol_87d105dc6a180e1a,ev_4f0d71c091a4,hm_a00ad2a2c52a,0.5995656251907349,False
0.02,0.001,100,sol_b5c2ab8fab18feb7,ev_4f36a8be8655,hm_8de6b26636d5,0.5669569969177246,False
0.1,0.0001,10,sol_2496342205183cb1,ev_4f42d687bc78,hm_a00ad2a2c52a,0.4545454680919647,False
0.1,0.0005,400,sol_4423ec0c9f5dec74,ev_4f47745e436e,hm_7a9cff01f511,0.8553445339202881,False
0.05,0.0003,700,sol_ea31aa35dc795000,ev_4f496dbe8099,hm_a0f8ed47a107,0.6049504280090332,False
0.02,0.001,1000,sol_de325441cd6846b7,ev_4f4bd20d75c5,hm_8de6b26636d5,1.4346709251403809,False
0.0,0.0005,1000,sol_f0268eec2a931596,ev_4f61df7eb1ab,hm_7a9cff01f511,1.194446325302124,False
0.1,0.001,200,sol_9052bf1826d76393,ev_4f6619b9bca9,hm_8de6b26636d5,0.7941155433654785,False
0.02,0.0007,50,sol_a09f2b96f0d9f5c8,ev_4f6b33af9c00,hm_b46918a75620,0.4545454680919647,False
0.02,0.001,10,sol_a52389518e89b72e,ev_4f88421e4a4f,hm_8de6b26636d5,0.4545454680919647,False
0.1,0.001,50,sol_5f40da81ab9daf5f,ev_4f8eb417a001,hm_8de6b26636d5,0.566984236240387,False
0.0,0.0007,10,sol_25560fb7e795e339,ev_4f8f70a59971,hm_b46918a75620,0.4545454680919647,False
0.05,0.001,400,sol_b1b8edce7e1a3524,ev_4f98f6b98827,hm_8de6b26636d5,1.4999748468399048,False
0.01,0.0007,200,sol_9d9285cf8d9e233a,ev_4f9992e72871,hm_b46918a75620,0.6401380300521851,False
0.1,0.0003,50,sol_388b9f02bd2b98d3,ev_4fb2826da470,hm_a0f8ed47a107,0.4545454680919647,False
0.02,0.001,10,sol_bf8a0cf293406c25,ev_4fb8e6e96980,hm_8de6b26636d5,0.4545454680919647,False
0.01,0.0005,400,sol_0ea5f91c7bb543e3,ev_4fc1d10080b5,hm_7a9cff01f511,0.7599937319755554,False
0.01,0.0001,100,sol_3c6b9794ddd81cb7,ev_4fcdde7a7e28,hm_a00ad2a2c52a,0.4545454680919647,False
0.1,0.0001,400,sol_afcac7cbd9c7669d,ev_4fd330cc8688,hm_a00ad2a2c52a,0.4545454680919647,False
0.1,0.0005,1000,sol_01c0fe019d753885,ev_4fdb7285b6c5,hm_7a9cff01f511,1.1439002752304077,False
0.01,0.0003,20,sol_b7a0c5632c8de149,ev_4feab369f8a8,hm_a0f8ed47a107,0.4545454680919647,False
0.1,0.0001,400,sol_99048bac0fffdb71,ev_4ff8e27c133a,hm_a00ad2a2c52a,0.4545454680919647,False
0.01,0.0003,1000,sol_05a4431127699b11,ev_4ffb9566fe19,hm_a0f8ed47a107,0.8409246206283569,False
0.1,0.0001,20,sol_80c64d20b20b106b,ev_500f80ed29cb,hm_a00ad2a2c52a,0.4545454680919647,False
0.02,0.0005,700,sol_8c53ff0f30ad6f3e,ev_502b3b6bf5e8,hm_7a9cff01f511,0.8288664817810059,False
0.0,0.0001,50,sol_9eed4922a2143d24,ev_503a18d4ecf2,hm_a00ad2a2c52a,0.4545454680919647,False
0.02,0.001,20,sol_158b78b9c3af447a,ev_505974586f7b,hm_8de6b26636d5,0.4545454680919647,False
0.02,0.0007,10,sol_13c304fb1a79a75e,ev_506421bc0da0,hm_b46918a75620,0.4545454680919647,False
0.01,0.0007,700,sol_3605b928254ee671,ev_508b4f2f0bed,hm_b46918a75620,1.4998759031295776,False
0.1,0.0005,1000,sol_e4d3ddbddcd6013a,ev_50943ad2b358,hm_7a9cff01f511,1.499556541442871,False
0.02,0.0007,700,sol_7f870f5000e8d9ee,ev_509a5a07302e,hm_b46918a75620,1.4351476430892944,False
0.0,0.0007,100,sol_66f1a4de427adbab,ev_50a851b3c948,hm_b46918a75620,0.4545454680919647,False
0.01,0.0001,20,sol_462f4983b333ee15,ev_50b3b5cc7aec,hm_a00ad2a2c52a,0.4545454680919647,False
0.02,0.0001,20,sol_165a48059d34f163,ev_50e37e02d3a4,hm_a00ad2a2c52a,0.4545454680919647,False
0.1,0.001,50,sol_ed481733d9a187a6,ev_50ec1946e2c1,hm_8de6b26636d5,0.4545454680919647,False
0.02,0.0001,100,sol_d3091a1f61605cff,ev_5103bb8b8c8a,hm_a00ad2a2c52a,0.4545454680919647,False
0.05,0.0003,20,sol_61f64f0540636030,ev_512741ecb998,hm_a0f8ed47a107,0.4545454680919647,False
0.1,0.0007,100,sol_25adc598c35e605e,ev_5134a19cc918,hm_b46918a75620,0.599895715713501,False
0.1,0.0001,200,sol_5e003a8bdcba6b37,ev_5134b9d20334,hm_a00ad2a2c52a,0.4545454680919647,False
0.0,0.0003,200,sol_9e8687271379e16e,ev_5135b752f77a,hm_a0f8ed47a107,0.5669748783111572,False
0.02,0.0001,100,sol_26bef2db67dbb5b5,ev_5148c578cf39,hm_a00ad2a2c52a,0.4545454680919647,False
0.0,0.0007,20,sol_af38aca2851f7fb4,ev_515e74e56f27,hm_b46918a75620,0.4545454680919647,False
0.1,0.0007,50,sol_f5a8dba3d5fd89fd,ev_5161cbb00a31,hm_b46918a75620,0.4545454680919647,False
0.0,0.0003,20,sol_0f5480c1f026b859,ev_5169eda2e500,hm_a0f8ed47a107,0.4545454680919647,False
0.01,0.0007,400,sol_96bd238b5f590b30,ev_5171926f6a14,hm_b46918a75620,0.8946473598480225,False
0.1,0.0003,50,sol_26c7107e5980e2eb,ev_518c013a2a97,hm_a0f8ed47a107,0.4545454680919647,False
0.02,0.0005,10,sol_6020938c65154511,ev_518f9e5468a9,hm_7a9cff01f511,0.4545454680919647,False
0.02,0.0003,20,sol_f094398dac923fb9,ev_5199f9234e4d,hm_a0f8ed47a107,0.4545454680919647,False
0.05,0.0001,400,sol_0719c7c0f22c702a,ev_51a5ceeb58aa,hm_a00ad2a2c52a,0.4545454680919647,False
0.05,0.0001,200,sol_82bebc563cf6de78,ev_51bdb1906179,hm_a00ad2a2c52a,0.4545454680919647,False
0.05,0.0001,50,sol_b7c2a5ca63867ed5,ev_51be764fcd9f,hm_a00ad2a2c52a,0.4545454680919647,False
0.01,0.0003,200,sol_400be89edbd40d9f,ev_51c01964c117,hm_a0f8ed47a107,0.4545438289642334,False
0.0,0.0001,20,sol_6889e5f5f766fdee,ev_51d19b7a9b17,hm_a00ad2a2c52a,0.4545454680919647,False
0.01,0.001,200,sol_5e05a1241b1c8e6f,ev_51dc71f83683,hm_8de6b26636d5,0.7317354083061218,False
0.02,0.0005,1000,sol_9aaf95bed1ed1af9,ev_51fa0776f129,hm_7a9cff01f511,6.968259334564209,False
0.0,0.001,50,sol_fa1ec59d1294b23c,ev_51fbec621f91,hm_8de6b26636d5,0.4545454680919647,False
0.1,0.0007,400,sol_4f66d8d54bc3cb3e,ev_5204d7c1a95d,hm_b46918a75620,0.5669407248497009,False
0.01,0.0003,200,sol_4ebb58e9e7c00725,ev_520afa1a0cbb,hm_a0f8ed47a107,0.4545446038246155,False
0.1,0.0005,200,sol_4af2d4355d2a60b0,ev_52184d982a5d,hm_7a9cff01f511,0.5669388175010681,False
0.0,0.0007,400,sol_df1ef1051f86d23c,ev_52321cbb27a9,hm_b46918a75620,0.9596747159957886,False
0.02,0.0007,10,sol_ce764b5b749f9e36,ev_52589313dcce,hm_b46918a75620,0.4545454680919647,False
0.1,0.0007,20,sol_ddc774630b1fdacf,ev_5260f3ae67fe,hm_b46918a75620,0.4545454680919647,False
0.1,0.0001,20,sol_6be9c00eeb4f0610,ev_52646ddb6953,hm_a00ad2a2c52a,0.4545454680919647,False
0.01,0.0001,10,sol_241883847dbbf78f,ev_5268cd2495f4,hm_a00ad2a2c52a,0.4545454680919647,False
0.02,0.001,50,sol_7b0bd9f3e8cea0ff,ev_5274d5d55c98,hm_8de6b26636d5,0.4545454680919647,False
0.02,0.0001,10,sol_6a818225c5fc4f49,ev_527d83792156,hm_a00ad2a2c52a,0.4545454680919647,False
0.05,0.0007,100,sol_f79a18d065a6eee3,ev_52baaaff4eb9,hm_b46918a75620,0.5999414324760437,False
0.1,0.0001,10,sol_febb8808093b8803,ev_52cc18d7df5c,hm_a00ad2a2c52a,0.4545454680919647,False
0.0,0.0001,100,sol_5272cd0a9eef9ef8,ev_52dc8f08e66d,hm_a00ad2a2c52a,0.4545454680919647,False
0.0,0.001,700,sol_ffb08d0afde8f453,ev_52fa16e5c639,hm_8de6b26636d5,2.5258562564849854,False
0.02,0.001,20,sol_d5ca09df3225c6ee,ev_52fb122e9937,hm_8de6b26636d5,0.4545454680919647,False
0.0,0.001,200,sol_15f9b6d1bc6bff9d,ev_530554774218,hm_8de6b26636d5,0.5669980049133301,False
0.02,0.0007,100,sol_44fd4031bf50eae5,ev_53066c2ba452,hm_b46918a75620,0.5669726133346558,False
0.01,0.0001,700,sol_e0ef11d510aee6d8,ev_53218931c1e9,hm_a00ad2a2c52a,0.5668966770172119,False
0.0,0.001,400,sol_05c3fd84d865e0e9,ev_532801fb492e,hm_8de6b26636d5,1.71871817111969,False
0.01,0.0007,10,sol_820dd6845b565c48,ev_532ba52f43ee,hm_b46918a75620,0.4545454680919647,False
0.05,0.0007,200,sol_43202727ef71b549,ev_5377ee374d91,hm_b46918a75620,0.5999110341072083,False
0.02,0.001,50,sol_e23c884cfd8333ab,ev_5389e6932e4a,hm_8de6b26636d5,0.4545454680919647,False
0.1,0.0001,10,sol_741095f78a1960dd,ev_53b6c94e0dbc,hm_a00ad2a2c52a,0.4545454680919647,False
0.02,0.0007,1000,sol_5bc42a577ecf16fd,ev_53d3656ded24,hm_b46918a75620,1.1918423175811768,False
0.0,0.0003,400,sol_204162fc93274140,ev_53d6f201c2ee,hm_a0f8ed47a107,0.4545454680919647,False
0.0,0.0005,100,sol_79f3dfc34cb21bf6,ev_53e4c6a55974,hm_7a9cff01f511,0.4545454680919647,False
0.02,0.0005,1000,sol_d1b68e14a86d67a6,ev_540226e8d35f,hm_7a9cff01f511,1.4991588592529297,False
0.02,0.0003,200,sol_2614292c49c8bdc7,ev_5405a742e856,hm_a0f8ed47a107,0.4545454680919647,False
0.05,0.0001,100,sol_e42ba061a23620d3,ev_5405ae4a9700,hm_a00ad2a2c52a,0.4545454680919647,False
0.1,0.0005,10,sol_f3ba4bb4243ecc71,ev_540f5c77af3f,hm_7a9cff01f511,0.4545454680919647,False
0.0,0.0001,50,sol_1b134c8ff4de2241,ev_541af4cf8e9b,hm_a00ad2a2c52a,0.4545454680919647,False
0.01,0.0001,200,sol_e4e57b6f2a48cde9,ev_541fce9e088c,hm_a00ad2a2c52a,0.45454442501068115,False
0.1,0.0007,20,sol_503be5592dbcd1d5,ev_543e36eedd79,hm_b46918a75620,0.4545454680919647,False
0.0,0.0007,10,sol_0ce3ae0955071d7c,ev_54479bef25a2,hm_b46918a75620,0.4545454680919647,False
0.1,0.0001,10,sol_b39b2a5877b3d14f,ev_5452f6bb2aed,hm_a00ad2a2c52a,0.4545454680919647,False
0.05,0.0001,1000,sol_fcf0b2c6b6a66102,ev_545837ac4d47,hm_a00ad2a2c52a,0.5640394687652588,False
0.05,0.0003,50,sol_2f2b6d2a0e855b7c,ev_54623c41e196,hm_a0f8ed47a107,0.4545454680919647,False
0.02,0.0007,200,sol_b1aa41974425f05a,ev_546f6e457547,hm_b46918a75620,1.5000205039978027,False
0.1,0.0005,10,sol_b019020603f0ea95,ev_547041e119d2,hm_7a9cff01f511,0.4545454680919647,False
0.01,0.001,20,sol_0f596bbcefca44b7,ev_5484d40c8a2e,hm_8de6b26636d5,0.4545454680919647,False
0.0,0.0003,10,sol_f92f939f4cf979b3,ev_54863933e7ec,hm_a0f8ed47a107,0.4545454680919647,False
0.01,0.0007,700,sol_0dcffa96e0e91200,ev_548ea8977651,hm_b46918a75620,0.9591962695121765,False
0.0,0.001,10,sol_c8244abdc2c0a34d,ev_54a3b87277c9,hm_8de6b26636d5,0.4545454680919647,False
0.01,0.001,400,sol_ec4722e242fcd58a,ev_54c7a4dc4446,hm_8de6b26636d5,1.9118897914886475,False
0.05,0.001,700,sol_8bd63890b69fb682,ev_54c847d5be8d,hm_8de6b26636d5,1.4860715866088867,False
0.02,0.0005,1000,sol_2a5454e7f3a93338,ev_54c9a476cbca,hm_7a9cff01f511,1.1220600605010986,False
0.0,0.0007,400,sol_a973365a82ab2501,ev_54cec98f3ef8,hm_b46918a75620,1.718714714050293,False
0.01,0.0007,1000,sol_25d577eeb429e6ce,ev_54d0651bd35e,hm_b46918a75620,1.4233574867248535,False
0.02,0.0001,1000,sol_a7867fe54624b955,ev_54d34ee34022,hm_a00ad2a2c52a,0.671001672744751,False
0.05,0.0005,700,sol_b106f91fbdb0ce0b,ev_54de55b31709,hm_7a9cff01f511,0.7486109137535095,False
0.02,0.0003,50,sol_ecd0ad2b2b35c3b9,ev_54e06a4c841d,hm_a0f8ed47a107,0.4545454680919647,False
0.0,0.0003,400,sol_abfd227fa2a48ebd,ev_54efe0a5fa31,hm_a0f8ed47a107,1.2186717987060547,False
0.01,0.001,100,sol_c63c26504acb27f7,ev_5506cba72923,hm_8de6b26636d5,0.5999452471733093,False
