regime,phi_max,n_tracks,repeat,epsilon,n_true,n_false,true_accepted,false_accepted,segment_efficiency,segment_false_rate
dense,0.02,25,3,2.121324586196087e-05,75,46800,75,0,1.0,0.0
dense,0.02,25,4,2.121324586196087e-05,75,46800,75,0,1.0,0.0
dense,0.02,25,5,2.121324586196087e-05,75,46800,75,0,1.0,0.0
dense,0.02,25,6,2.121324586196087e-05,75,46800,75,0,1.0,0.0
dense,0.02,25,7,2.121324586196087e-05,75,46800,75,0,1.0,0.0
dense,0.02,25,8,2.121324586196087e-05,75,46800,75,0,1.0,0.0
dense,0.02,25,9,2.121324586196087e-05,75,46800,75,0,1.0,0.0
dense,0.02,25,10,2.121324586196087e-05,75,46800,75,0,1.0,0.0
dense,0.02,25,11,2.121324586196087e-05,75,46800,75,0,1.0,0.0
dense,0.02,25,12,2.121324586196087e-05,75,46800,75,0,1.0,0.0
dense,0.02,25,13,2.121324586196087e-05,75,46800,75,0,1.0,0.0
dense,0.02,25,14,2.121324586196087e-05,75,46800,75,0,1.0,0.0
dense,0.02,25,15,2.121324586196087e-05,75,46800,75,0,1.0,0.0
dense,0.02,25,16,2.121324586196087e-05,75,46800,75,0,1.0,0.0
dense,0.02,25,17,2.121324586196087e-05,75,46800,75,0,1.0,0.0
dense,0.02,25,18,2.121324586196087e-05,75,46800,75,0,1.0,0.0
dense,0.02,25,19,2.121324586196087e-05,75,46800,75,0,1.0,0.0
dense,0.02,30,0,2.121324586196087e-05,90,80910,90,0,1.0,0.0
dense,0.02,30,1,2.121324586196087e-05,90,80910,90,0,1.0,0.0
dense,0.02,30,2,2.121324586196087e-05,90,80910,90,0,1.0,0.0
dense,0.02,30,3,2.121324586196087e-05,90,80910,90,0,1.0,0.0
dense,0.02,30,4,2.121324586196087e-05,90,80910,90,0,1.0,0.0
dense,0.02,30,5,2.121324586196087e-05,90,80910,90,0,1.0,0.0
dense,0.02,30,6,2.121324586196087e-05,90,80910,90,0,1.0,0.0
dense,0.02,30,7,2.121324586196087e-05,90,80910,90,0,1.0,0.0
dense,0.02,30,8,2.121324586196087e-05,90,80910,90,0,1.0,0.0
dense,0.02,30,9,2.121324586196087e-05,90,80910,90,0,1.0,0.0
dense,0.02,30,10,2.121324586196087e-05,90,80910,90,0,1.0,0.0
dense,0.02,30,11,2.121324586196087e-05,90,80910,90,0,1.0,0.0
dense,0.02,30,12,2.121324586196087e-05,90,80910,90,0,1.0,0.0
dense,0.02,30,13,2.121324586196087e-05,90,80910,90,0,1.0,0.0
dense,0.02,30,14,2.121324586196087e-05,90,80910,90,0,1.0,0.0
dense,0.02,30,15,2.121324586196087e-05,90,80910,90,0,1.0,0.0
dense,0.02,30,16,2.121324586196087e-05,90,80910,90,0,1.0,0.0
dense,0.02,30,17,2.121324586196087e-05,90,80910,90,0,1.0,0.0
dense,0.02,30,18,2.121324586196087e-05,90,80910,90,0,1.0,0.0
dense,0.02,30,19,2.121324586196087e-05,90,80910,90,0,1.0,0.0
dense,0.02,35,0,2.121324586196087e-05,105,128520,105,0,1.0,0.0
dense,0.02,35,1,2.121324586196087e-05,105,128520,105,0,1.0,0.0
dense,0.02,35,2,2.121324586196087e-05,105,128520,105,0,1.0,0.0
dense,0.02,35,3,2.121324586196087e-05,105,128520,105,0,1.0,0.0
dense,0.02,35,4,2.121324586196087e-05,105,128520,105,0,1.0,0.0
dense,0.02,35,5,2.121324586196087e-05,105,128520,105,0,1.0,0.0
dense,0.02,35,6,2.121324586196087e-05,105,128520,105,0,1.0,0.0
dense,0.02,35,7,2.121324586196087e-05,105,128520,105,0,1.0,0.0
dense,0.02,35,8,2.121324586196087e-05,105,128520,105,0,1.0,0.0
dense,0.02,35,9,2.121324586196087e-05,105,128520,105,0,1.0,0.0
dense,0.02,35,10,2.121324586196087e-05,105,128520,105,0,1.0,0.0
dense,0.02,35,11,2.121324586196087e-05,105,128520,105,0,1.0,0.0
dense,0.02,35,12,2.121324586196087e-05,105,128520,105,0,1.0,0.0
dense,0.02,35,13,2.121324586196087e-05,105,128520,105,0,1.0,0.0
dense,0.02,35,14,2.121324586196087e-05,105,128520,105,0,1.0,0.0
dense,0.02,35,15,2.121324586196087e-05,105,128520,105,0,1.0,0.0
dense,0.02,35,16,2.121324586196087e-05,105,128520,105,0,1.0,0.0
dense,0.02,35,17,2.121324586196087e-05,105,128520,105,0,1.0,0.0
dense,0.02,35,18,2.121324586196087e-05,105,128520,105,0,1.0,0.0
dense,0.02,35,19,2.121324586196087e-05,105,128520,105,1,1.0,0.009433962264150943
dense,0.02,40,0,2.121324586196087e-05,120,191880,120,0,1.0,0.0
dense,0.02,40,1,2.121324586196087e-05,120,191880,120,0,1.0,0.0
dense,0.02,40,2,2.121324586196087e-05,120,191880,120,0,1.0,0.0
dense,0.02,40,3,2.121324586196087e-05,120,191880,120,0,1.0,0.0
dense,0.02,40,4,2.121324586196087e-05,120,191880,120,0,1.0,0.0
dense,0.02,40,5,2.121324586196087e-05,120,191880,120,0,1.0,0.0
dense,0.02,40,6,2.121324586196087e-05,120,191880,120,0,1.0,0.0
dense,0.02,40,7,2.121324586196087e-05,120,191880,120,0,1.0,0.0
dense,0.02,40,8,2.121324586196087e-05,120,191880,120,0,1.0,0.0
dense,0.02,40,9,2.121324586196087e-05,120,191880,120,0,1.0,0.0
dense,0.02,40,10,2.121324586196087e-05,120,191880,120,0,1.0,0.0
dense,0.02,40,11,2.121324586196087e-05,120,191880,120,0,1.0,0.0
dense,0.02,40,12,2.121324586196087e-05,120,191880,120,0,1.0,0.0
dense,0.02,40,13,2.121324586196087e-05,120,191880,120,0,1.0,0.0
dense,0.02,40,14,2.121324586196087e-05,120,191880,120,0,1.0,0.0
dense,0.02,40,15,2.121324586196087e-05,120,191880,120,0,1.0,0.0
dense,0.02,40,16,2.121324586196087e-05,120,191880,120,0,1.0,0.0
dense,0.02,40,17,2.121324586196087e-05,120,191880,120,0,1.0,0.0
dense,0.02,40,18,2.121324586196087e-05,120,191880,120,0,1.0,0.0
dense,0.02,40,19,2.121324586196087e-05,120,191880,120,0,1.0,0.0
dense,0.02,45,0,2.121324586196087e-05,135,273240,135,0,1.0,0.0
dense,0.02,45,1,2.121324586196087e-05,135,273240,135,0,1.0,0.0
dense,0.02,45,2,2.121324586196087e-05,135,273240,135,0,1.0,0.0
dense,0.02,45,3,2.121324586196087e-05,135,273240,135,0,1.0,0.0
dense,0.02,45,4,2.121324586196087e-05,135,273240,135,0,1.0,0.0
dense,0.02,45,5,2.121324586196087e-05,135,273240,135,0,1.0,0.0
dense,0.02,45,6,2.121324586196087e-05,135,273240,135,0,1.0,0.0
dense,0.02,45,7,2.121324586196087e-05,135,273240,135,0,1.0,0.0
dense,0.02,45,8,2.121324586196087e-05,135,273240,135,0,1.0,0.0
dense,0.02,45,9,2.121324586196087e-05,135,273240,135,0,1.0,0.0
dense,0.02,45,10,2.121324586196087e-05,135,273240,135,1,1.0,0.007352941176470588
dense,0.02,45,11,2.121324586196087e-05,135,273240,135,0,1.0,0.0
dense,0.02,45,12,2.121324586196087e-05,135,273240,135,0,1.0,0.0
dense,0.02,45,13,2.121324586196087e-05,135,273240,135,0,1.0,0.0
dense,0.02,45,14,2.121324586196087e-05,135,273240,135,0,1.0,0.0
dense,0.02,45,15,2.121324586196087e-05,135,273240,135,0,1.0,0.0
dense,0.02,45,16,2.121324586196087e-05,135,273240,135,0,1.0,0.0
dense,0.02,45,17,2.121324586196087e-05,135,273240,135,0,1.0,0.0
dense,0.02,45,18,2.121324586196087e-05,135,273240,135,0,1.0,0.0
dense,0.02,45,19,2.121324586196087e-05,135,273240,135,0,1.0,0.0
dense,0.02,50,0,2.121324586196087e-05,150,374850,150,0,1.0,0.0
dense,0.02,50,1,2.121324586196087e-05,150,374850,150,0,1.0,0.0
dense,0.02,50,2,2.121324586196087e-05,150,374850,150,0,1.0,0.0
dense,0.02,50,3,2.121324586196087e-05,150,374850,150,0,1.0,0.0
dense,0.02,50,4,2.121324586196087e-05,150,374850,150,0,1.0,0.0
dense,0.02,50,5,2.121324586196087e-05,150,374850,150,0,1.0,0.0
dense,0.02,50,6,2.121324586196087e-05,150,374850,150,0,1.0,0.0
dense,0.02,50,7,2.121324586196087e-05,150,374850,150,0,1.0,0.0
dense,0.02,50,8,2.121324586196087e-05,150,374850,150,0,1.0,0.0
dense,0.02,50,9,2.121324586196087e-05,150,374850,150,0,1.0,0.0
dense,0.02,50,10,2.121324586196087e-05,150,374850,150,0,1.0,0.0
dense,0.02,50,11,2.121324586196087e-05,150,374850,150,0,1.0,0.0
dense,0.02,50,12,2.121324586196087e-05,150,374850,150,0,1.0,0.0
dense,0.02,50,13,2.121324586196087e-05,150,374850,150,0,1.0,0.0
dense,0.02,50,14,2.121324586196087e-05,150,374850,150,0,1.0,0.0
dense,0.02,50,15,2.121324586196087e-05,150,374850,150,0,1.0,0.0
dense,0.02,50,16,2.121324586196087e-05,150,374850,150,0,1.0,0.0
dense,0.02,50,17,2.121324586196087e-05,150,374850,150,0,1.0,0.0
dense,0.02,50,18,2.121324586196087e-05,150,374850,150,0,1.0,0.0
dense,0.02,50,19,2.121324586196087e-05,150,374850,150,0,1.0,0.0
dense,0.02,55,0,2.121324586196087e-05,165,498960,165,0,1.0,0.0
dense,0.02,55,1,2.121324586196087e-05,165,498960,165,0,1.0,0.0
dense,0.02,55,2,2.121324586196087e-05,165,498960,165,0,1.0,0.0
dense,0.02,55,3,2.121324586196087e-05,165,498960,165,0,1.0,0.0
dense,0.02,55,4,2.121324586196087e-05,165,498960,165,0,1.0,0.0
dense,0.02,55,5,2.121324586196087e-05,165,498960,165,0,1.0,0.0
dense,0.02,55,6,2.121324586196087e-05,165,498960,165,0,1.0,0.0
dense,0.02,55,7,2.121324586196087e-05,165,498960,165,0,1.0,0.0
dense,0.02,55,8,2.121324586196087e-05,165,498960,165,0,1.0,0.0
dense,0.02,55,9,2.121324586196087e-05,165,498960,165,0,1.0,0.0
dense,0.02,55,10,2.121324586196087e-05,165,498960,165,0,1.0,0.0
dense,0.02,55,11,2.121324586196087e-05,165,498960,165,0,1.0,0.0
dense,0.02,55,12,2.121324586196087e-05,165,498960,165,0,1.0,0.0
dense,0.02,55,13,2.121324586196087e-05,165,498960,165,0,1.0,0.0
dense,0.02,55,14,2.121324586196087e-05,165,498960,165,0,1.0,0.0
dense,0.02,55,15,2.121324586196087e-05,165,498960,165,0,1.0,0.0
dense,0.02,55,16,2.121324586196087e-05,165,498960,165,0,1.0,0.0
dense,0.02,55,17,2.121324586196087e-05,165,498960,165,0,1.0,0.0
dense,0.02,55,18,2.121324586196087e-05,165,498960,165,0,1.0,0.0
dense,0.02,55,19,2.121324586196087e-05,165,498960,165,0,1.0,0.0
dense,0.02,60,0,2.121324586196087e-05,180,647820,180,0,1.0,0.0
dense,0.02,60,1,2.121324586196087e-05,180,647820,180,0,1.0,0.0
dense,0.02,60,2,2.121324586196087e-05,180,647820,180,0,1.0,0.0
dense,0.02,60,3,2.121324586196087e-05,180,647820,180,0,1.0,0.0
dense,0.02,60,4,2.121324586196087e-05,180,647820,180,0,1.0,0.0
dense,0.02,60,5,2.121324586196087e-05,180,647820,180,0,1.0,0.0
dense,0.02,60,6,2.121324586196087e-05,180,647820,180,0,1.0,0.0
dense,0.02,60,7,2.121324586196087e-05,180,647820,180,0,1.0,0.0
dense,0.02,60,8,2.121324586196087e-05,180,647820,180,0,1.0,0.0
dense,0.02,60,9,2.121324586196087e-05,180,647820,180,0,1.0,0.0
dense,0.02,60,10,2.121324586196087e-05,180,647820,180,0,1.0,0.0
dense,0.02,60,11,2.121324586196087e-05,180,647820,180,0,1.0,0.0
dense,0.02,60,12,2.121324586196087e-05,180,647820,180,0,1.0,0.0
dense,0.02,60,13,2.121324586196087e-05,180,647820,180,0,1.0,0.0
dense,0.02,60,14,2.121324586196087e-05,180,647820,180,0,1.0,0.0
dense,0.02,60,15,2.121324586196087e-05,180,647820,180,0,1.0,0.0
dense,0.02,60,16,2.121324586196087e-05,180,647820,180,0,1.0,0.0
dense,0.02,60,17,2.121324586196087e-05,180,647820,180,0,1.0,0.0
dense,0.02,60,18,2.121324586196087e-05,180,647820,180,0,1.0,0.0
dense,0.02,60,19,2.121324586196087e-05,180,647820,180,0,1.0,0.0
dense,0.02,65,0,2.121324586196087e-05,195,823680,195,0,1.0,0.0
dense,0.02,65,1,2.121324586196087e-05,195,823680,195,0,1.0,0.0
dense,0.02,65,2,2.121324586196087e-05,195,823680,195,0,1.0,0.0
dense,0.02,65,3,2.121324586196087e-05,195,823680,195,0,1.0,0.0
dense,0.02,65,4,2.121324586196087e-05,195,823680,195,0,1.0,0.0
dense,0.02,65,5,2.121324586196087e-05,195,823680,195,0,1.0,0.0
dense,0.02,65,6,2.121324586196087e-05,195,823680,195,0,1.0,0.0
dense,0.02,65,7,2.121324586196087e-05,195,823680,195,0,1.0,0.0
dense,0.02,65,8,2.121324586196087e-05,195,823680,195,0,1.0,0.0
dense,0.02,65,9,2.121324586196087e-05,195,823680,195,0,1.0,0.0
dense,0.02,65,10,2.121324586196087e-05,195,823680,195,0,1.0,0.0
dense,0.02,65,11,2.121324586196087e-05,195,823680,195,0,1.0,0.0
dense,0.02,65,12,2.121324586196087e-05,195,823680,195,0,1.0,0.0
dense,0.02,65,13,2.121324586196087e-05,195,823680,195,0,1.0,0.0
dense,0.02,65,14,2.121324586196087e-05,195,823680,195,0,1.0,0.0
dense,0.02,65,15,2.121324586196087e-05,195,823680,195,0,1.0,0.0
dense,0.02,65,16,2.121324586196087e-05,195,823680,195,0,1.0,0.0
dense,0.02,65,17,2.121324586196087e-05,195,823680,195,0,1.0,0.0
dense,0.02,65,18,2.121324586196087e-05,195,823680,195,0,1.0,0.0
dense,0.02,65,19,2.121324586196087e-05,195,823680,195,0,1.0,0.0
dense,0.02,70,0,2.121324586196087e-05,210,1028790,210,0,1.0,0.0
dense,0.02,70,1,2.121324586196087e-05,210,1028790,210,0,1.0,0.0
dense,0.02,70,2,2.121324586196087e-05,210,1028790,210,0,1.0,0.0
dense,0.02,70,3,2.121324586196087e-05,210,1028790,210,0,1.0,0.0
dense,0.02,70,4,2.121324586196087e-05,210,1028790,210,0,1.0,0.0
dense,0.02,70,5,2.121324586196087e-05,210,1028790,210,1,1.0,0.004739336492890996
dense,0.02,70,6,2.121324586196087e-05,210,1028790,210,0,1.0,0.0
dense,0.02,70,7,2.121324586196087e-05,210,1028790,210,0,1.0,0.0
dense,0.02,70,8,2.121324586196087e-05,210,1028790,210,0,1.0,0.0
dense,0.02,70,9,2.121324586196087e-05,210,1028790,210,0,1.0,0.0
dense,0.02,70,10,2.121324586196087e-05,210,1028790,210,0,1.0,0.0
dense,0.02,70,11,2.121324586196087e-05,210,1028790,210,0,1.0,0.0
dense,0.02,70,12,2.121324586196087e-05,210,1028790,210,0,1.0,0.0
dense,0.02,70,13,2.121324586196087e-05,210,1028790,210,0,1.0,0.0
dense,0.02,70,14,2.121324586196087e-05,210,1028790,210,0,1.0,0.0
dense,0.02,70,15,2.121324586196087e-05,210,1028790,210,0,1.0,0.0
dense,0.02,70,16,2.121324586196087e-05,210,1028790,210,0,1.0,0.0
dense,0.02,70,17,2.121324586196087e-05,210,1028790,210,0,1.0,0.0
dense,0.02,70,18,2.121324586196087e-05,210,1028790,210,0,1.0,0.0
dense,0.02,70,19,2.121324586196087e-05,210,1028790,210,0,1.0,0.0
dense,0.02,75,0,2.121324586196087e-05,225,1265400,225,0,1.0,0.0
dense,0.02,75,1,2.121324586196087e-05,225,1265400,225,0,1.0,0.0
dense,0.02,75,2,2.121324586196087e-05,225,1265400,225,0,1.0,0.0
dense,0.02,75,3,2.121324586196087e-05,225,1265400,225,0,1.0,0.0
dense,0.02,75,4,2.121324586196087e-05,225,1265400,225,0,1.0,0.0
dense,0.02,75,5,2.121324586196087e-05,225,1265400,225,0,1.0,0.0
dense,0.02,75,6,2.121324586196087e-05,225,1265400,225,0,1.0,0.0
dense,0.02,75,7,2.121324586196087e-05,225,1265400,225,0,1.0,0.0
dense,0.02,75,8,2.121324586196087e-05,225,1265400,225,0,1.0,0.0
dense,0.02,75,9,2.121324586196087e-05,225,1265400,225,0,1.0,0.0
dense,0.02,75,10,2.121324586196087e-05,225,1265400,225,0,1.0,0.0
dense,0.02,75,11,2.121324586196087e-05,225,1265400,225,0,1.0,0.0
dense,0.02,75,12,2.121324586196087e-05,225,1265400,225,0,1.0,0.0
dense,0.02,75,13,2.121324586196087e-05,225,1265400,225,0,1.0,0.0
dense,0.02,75,14,2.121324586196087e-05,225,1265400,225,0,1.0,0.0
dense,0.02,75,15,2.121324586196087e-05,225,1265400,225,0,1.0,0.0
dense,0.02,75,16,2.121324586196087e-05,225,1265400,225,2,1.0,0.00881057268722467
dense,0.02,75,17,2.121324586196087e-05,225,1265400,225,0,1.0,0.0
dense,0.02,75,18,2.121324586196087e-05,225,1265400,225,0,1.0,0.0
dense,0.02,75,19,2.121324586196087e-05,225,1265400,225,0,1.0,0.0
dense,0.02,80,0,2.121324586196087e-05,240,1535760,240,0,1.0,0.0
dense,0.02,80,1,2.121324586196087e-05,240,1535760,240,0,1.0,0.0
dense,0.02,80,2,2.121324586196087e-05,240,1535760,240,0,1.0,0.0
dense,0.02,80,3,2.121324586196087e-05,240,1535760,240,0,1.0,0.0
dense,0.02,80,4,2.121324586196087e-05,240,1535760,240,0,1.0,0.0
dense,0.02,80,5,2.121324586196087e-05,240,1535760,240,0,1.0,0.0
dense,0.02,80,6,2.121324586196087e-05,240,1535760,240,0,1.0,0.0
dense,0.02,80,7,2.121324586196087e-05,240,1535760,240,0,1.0,0.0
dense,0.02,80,8,2.121324586196087e-05,240,1535760,240,0,1.0,0.0
dense,0.02,80,9,2.121324586196087e-05,240,1535760,240,0,1.0,0.0
dense,0.02,80,10,2.121324586196087e-05,240,1535760,240,0,1.0,0.0
dense,0.02,80,11,2.121324586196087e-05,240,1535760,240,0,1.0,0.0
dense,0.02,80,12,2.121324586196087e-05,240,1535760,240,0,1.0,0.0
dense,0.02,80,13,2.121324586196087e-05,240,1535760,240,0,1.0,0.0
dense,0.02,80,14,2.121324586196087e-05,240,1535760,240,0,1.0,0.0
dense,0.02,80,15,2.121324586196087e-05,240,1535760,240,0,1.0,0.0
dense,0.02,80,16,2.121324586196087e-05,240,1535760,240,0,1.0,0.0
dense,0.02,80,17,2.121324586196087e-05,240,1535760,240,0,1.0,0.0
dense,0.02,80,18,2.121324586196087e-05,240,1535760,240,0,1.0,0.0
dense,0.02,80,19,2.121324586196087e-05,240,1535760,240,0,1.0,0.0
dense,0.02,85,0,2.121324586196087e-05,255,1842120,255,0,1.0,0.0
dense,0.02,85,1,2.121324586196087e-05,255,1842120,255,0,1.0,0.0
dense,0.02,85,2,2.121324586196087e-05,255,1842120,255,0,1.0,0.0
dense,0.02,85,3,2.121324586196087e-05,255,1842120,255,0,1.0,0.0
dense,0.02,85,4,2.121324586196087e-05,255,1842120,255,0,1.0,0.0
dense,0.02,85,5,2.121324586196087e-05,255,1842120,255,0,1.0,0.0
dense,0.02,85,6,2.121324586196087e-05,255,1842120,255,0,1.0,0.0
dense,0.02,85,7,2.121324586196087e-05,255,1842120,255,0,1.0,0.0
dense,0.02,85,8,2.121324586196087e-05,255,1842120,255,0,1.0,0.0
dense,0.02,85,9,2.121324586196087e-05,255,1842120,255,0,1.0,0.0
dense,0.02,85,10,2.121324586196087e-05,255,1842120,255,0,1.0,0.0
dense,0.02,85,11,2.121324586196087e-05,255,1842120,255,0,1.0,0.0
dense,0.02,85,12,2.121324586196087e-05,255,1842120,255,0,1.0,0.0
dense,0.02,85,13,2.121324586196087e-05,255,1842120,255,0,1.0,0.0
dense,0.02,85,14,2.121324586196087e-05,255,1842120,255,0,1.0,0.0
dense,0.02,85,15,2.121324586196087e-05,255,1842120,255,0,1.0,0.0
dense,0.02,85,16,2.121324586196087e-05,255,1842120,255,1,1.0,0.00390625
dense,0.02,85,17,2.121324586196087e-05,255,1842120,255,0,1.0,0.0
dense,0.02,85,18,2.121324586196087e-05,255,1842120,255,0,1.0,0.0
dense,0.02,85,19,2.121324586196087e-05,255,1842120,255,0,1.0,0.0
dense,0.02,90,0,2.121324586196087e-05,270,2186730,270,0,1.0,0.0
dense,0.02,90,1,2.121324586196087e-05,270,2186730,270,0,1.0,0.0
dense,0.02,90,2,2.121324586196087e-05,270,2186730,270,0,1.0,0.0
dense,0.02,90,3,2.121324586196087e-05,270,2186730,270,0,1.0,0.0
dense,0.02,90,4,2.121324586196087e-05,270,2186730,270,1,1.0,0.0036900369003690036
dense,0.02,90,5,2.121324586196087e-05,270,2186730,270,1,1.0,0.0036900369003690036
dense,0.02,90,6,2.121324586196087e-05,270,2186730,270,0,1.0,0.0
dense,0.02,90,7,2.121324586196087e-05,270,2186730,270,0,1.0,0.0
dense,0.02,90,8,2.121324586196087e-05,270,2186730,270,0,1.0,0.0
dense,0.02,90,9,2.121324586196087e-05,270,2186730,270,0,1.0,0.0
dense,0.02,90,10,2.121324586196087e-05,270,2186730,270,0,1.0,0.0
dense,0.02,90,11,2.121324586196087e-05,270,2186730,270,0,1.0,0.0
dense,0.02,90,12,2.121324586196087e-05,270,2186730,270,0,1.0,0.0
