n_tracks,repeat,epsilon,n_true,n_false,true_accepted,false_accepted,segment_efficiency,segment_false_rate
50,2,0.0004247940677551889,150,374850,150,0,1.0,0.0
50,3,0.0004247940677551889,150,374850,150,0,1.0,0.0
50,4,0.0004247940677551889,150,374850,150,0,1.0,0.0
55,0,0.0004247940677551889,165,498960,165,0,1.0,0.0
55,1,0.0004247940677551889,165,498960,165,0,1.0,0.0
55,2,0.0004247940677551889,165,498960,164,0,0.9939393939393939,0.0
55,3,0.0004247940677551889,165,498960,165,0,1.0,0.0
55,4,0.0004247940677551889,165,498960,165,0,1.0,0.0
60,0,0.0004247940677551889,180,647820,180,0,1.0,0.0
60,1,0.0004247940677551889,180,647820,180,0,1.0,0.0
60,2,0.0004247940677551889,180,647820,180,0,1.0,0.0
60,3,0.0004247940677551889,180,647820,180,0,1.0,0.0
60,4,0.0004247940677551889,180,647820,180,0,1.0,0.0
65,0,0.0004247940677551889,195,823680,195,1,1.0,0.00510204081632653
65,1,0.0004247940677551889,195,823680,195,1,1.0,0.00510204081632653
65,2,0.0004247940677551889,195,823680,195,0,1.0,0.0
65,3,0.0004247940677551889,195,823680,195,0,1.0,0.0
65,4,0.0004247940677551889,195,823680,195,0,1.0,0.0
70,0,0.0004247940677551889,210,1028790,210,1,1.0,0.004739336492890996
70,1,0.0004247940677551889,210,1028790,210,0,1.0,0.0
70,2,0.0004247940677551889,210,1028790,210,0,1.0,0.0
70,3,0.0004247940677551889,210,1028790,210,0,1.0,0.0
70,4,0.0004247940677551889,210,1028790,210,0,1.0,0.0
75,0,0.0004247940677551889,225,1265400,225,0,1.0,0.0
75,1,0.0004247940677551889,225,1265400,225,0,1.0,0.0
75,2,0.0004247940677551889,225,1265400,225,1,1.0,0.004424778761061947
75,3,0.0004247940677551889,225,1265400,225,0,1.0,0.0
75,4,0.0004247940677551889,225,1265400,224,0,0.9955555555555555,0.0
80,0,0.0004247940677551889,240,1535760,240,0,1.0,0.0
80,1,0.0004247940677551889,240,1535760,240,1,1.0,0.004149377593360996
80,2,0.0004247940677551889,240,1535760,240,0,1.0,0.0
80,3,0.0004247940677551889,240,1535760,240,1,1.0,0.004149377593360996
80,4,0.0004247940677551889,240,1535760,240,0,1.0,0.0
85,0,0.0004247940677551889,255,1842120,255,0,1.0,0.0
85,1,0.0004247940677551889,255,1842120,255,0,1.0,0.0
85,2,0.0004247940677551889,255,1842120,255,0,1.0,0.0
85,3,0.0004247940677551889,255,1842120,255,1,1.0,0.00390625
85,4,0.0004247940677551889,255,1842120,255,1,1.0,0.00390625
90,0,0.0004247940677551889,270,2186730,270,0,1.0,0.0
90,1,0.0004247940677551889,270,2186730,270,2,1.0,0.007352941176470588
90,2,0.0004247940677551889,270,2186730,270,0,1.0,0.0
90,3,0.0004247940677551889,270,2186730,270,0,1.0,0.0
90,4,0.0004247940677551889,270,2186730,270,1,1.0,0.0036900369003690036
95,0,0.0004247940677551889,285,2571840,285,0,1.0,0.0
95,1,0.0004247940677551889,285,2571840,285,0,1.0,0.0
95,2,0.0004247940677551889,285,2571840,285,0,1.0,0.0
95,3,0.0004247940677551889,285,2571840,285,0,1.0,0.0
95,4,0.0004247940677551889,285,2571840,285,0,1.0,0.0
100,0,0.0004247940677551889,300,2999700,300,2,1.0,0.006622516556291391
100,1,0.0004247940677551889,300,2999700,300,0,1.0,0.0
100,2,0.0004247940677551889,300,2999700,300,1,1.0,0.0033222591362126247
100,3,0.0004247940677551889,300,2999700,300,0,1.0,0.0
100,4,0.0004247940677551889,300,2999700,300,0,1.0,0.0
150,0,0.0004247940677551889,450,10124550,450,0,1.0,0.0
150,1,0.0004247940677551889,450,10124550,450,1,1.0,0.0022172949002217295
150,2,0.0004247940677551889,450,10124550,450,2,1.0,0.004424778761061947
150,3,0.0004247940677551889,450,10124550,450,3,1.0,0.006622516556291391
150,4,0.0004247940677551889,450,10124550,450,1,1.0,0.0022172949002217295
200,0,0.0004247940677551889,600,23999400,600,1,1.0,0.0016638935108153079
200,1,0.0004247940677551889,600,23999400,600,7,1.0,0.011532125205930808
200,2,0.0004247940677551889,600,23999400,600,2,1.0,0.0033222591362126247
200,3,0.0004247940677551889,600,23999400,600,4,1.0,0.006622516556291391
200,4,0.0004247940677551889,600,23999400,600,2,1.0,0.0033222591362126247
250,0,0.0004247940677551889,750,46874250,750,2,1.0,0.0026595744680851063
250,1,0.0004247940677551889,750,46874250,750,8,1.0,0.010554089709762533
250,2,0.0004247940677551889,750,46874250,750,2,1.0,0.0026595744680851063
250,3,0.0004247940677551889,750,46874250,750,6,1.0,0.007936507936507936
250,4,0.0004247940677551889,750,46874250,750,8,1.0,0.010554089709762533
300,0,0.0004247940677551889,900,80999100,900,7,1.0,0.007717750826901874
300,1,0.0004247940677551889,900,80999100,900,11,1.0,0.012074643249176729
300,2,0.0004247940677551889,900,80999100,900,14,1.0,0.015317286652078774
300,3,0.0004247940677551889,900,80999100,900,12,1.0,0.013157894736842105
300,4,0.0004247940677551889,900,80999100,900,18,1.0,0.0196078431372549
350,0,0.0004247940677551889,1050,128623950,1050,25,1.0,0.023255813953488372
350,1,0.0004247940677551889,1050,128623950,1050,23,1.0,0.021435228331780055
350,2,0.0004247940677551889,1050,128623950,1050,12,1.0,0.011299435028248588
350,3,0.0004247940677551889,1050,128623950,1050,15,1.0,0.014084507042253521
350,4,0.0004247940677551889,1050,128623950,1050,13,1.0,0.012229539040451553
400,0,0.0004247940677551889,1200,191998800,1200,36,1.0,0.02912621359223301
400,1,0.0004247940677551889,1200,191998800,1200,33,1.0,0.0267639902676399
400,2,0.0004247940677551889,1200,191998800,1200,23,1.0,0.018806214227309895
400,3,0.0004247940677551889,1200,191998800,1200,29,1.0,0.023596419853539462
400,4,0.0004247940677551889,1200,191998800,1200,39,1.0,0.031476997578692496
450,0,0.0004247940677551889,1350,273373650,1350,45,1.0,0.03225806451612903
450,1,0.0004247940677551889,1350,273373650,1350,45,1.0,0.03225806451612903
450,2,0.0004247940677551889,1350,273373650,1350,35,1.0,0.02527075812274368
450,3,0.0004247940677551889,1350,273373650,1350,34,1.0,0.024566473988439308
450,4,0.0004247940677551889,1350,273373650,1350,39,1.0,0.028077753779697623
500,0,0.0004247940677551889,1500,374998500,1499,45,0.9993333333333333,0.029145077720207253
500,1,0.0004247940677551889,1500,374998500,1500,72,1.0,0.04580152671755725
500,2,0.0004247940677551889,1500,374998500,1500,65,1.0,0.04153354632587859
500,3,0.0004247940677551889,1500,374998500,1500,63,1.0,0.04030710172744722
500,4,0.0004247940677551889,1500,374998500,1500,71,1.0,0.04519414385741566
550,0,0.0004247940677551889,1650,499123350,1650,68,1.0,0.03958090803259604
550,1,0.0004247940677551889,1650,499123350,1650,74,1.0,0.042923433874709975
550,2,0.0004247940677551889,1650,499123350,1649,63,0.9993939393939394,0.036799065420560745
550,3,0.0004247940677551889,1650,499123350,1650,88,1.0,0.05063291139240506
550,4,0.0004247940677551889,1650,499123350,1649,83,0.9993939393939394,0.04792147806004619
600,0,0.0004247940677551889,1800,647998200,1800,89,1.0,0.047114875595553204
600,1,0.0004247940677551889,1800,647998200,1800,124,1.0,0.06444906444906445
600,2,0.0004247940677551889,1800,647998200,1800,105,1.0,0.05511811023622047
600,3,0.0004247940677551889,1800,647998200,1800,99,1.0,0.052132701421800945
600,4,0.0004247940677551889,1800,647998200,1800,100,1.0,0.05263157894736842
650,0,0.0004247940677551889,1950,823873050,1950,124,1.0,0.05978784956605593
650,1,0.0004247940677551889,1950,823873050,1950,107,1.0,0.05201750121536218
650,2,0.0004247940677551889,1950,823873050,1950,125,1.0,0.060240963855421686
650,3,0.0004247940677551889,1950,823873050,1950,123,1.0,0.059334298118668596
650,4,0.0004247940677551889,1950,823873050,1950,131,1.0,0.06295050456511293
700,0,0.0004247940677551889,2100,1028997900,2100,157,1.0,0.06956136464333186
700,1,0.0004247940677551889,2100,1028997900,2100,158,1.0,0.06997342781222321
700,2,0.0004247940677551889,2100,1028997900,2100,161,1.0,0.07120743034055728
700,3,0.0004247940677551889,2100,1028997900,2100,181,1.0,0.079351161771153
700,4,0.0004247940677551889,2100,1028997900,2100,151,1.0,0.0670812972012439
750,0,0.0004247940677551889,2250,1265622750,2250,193,1.0,0.07900122799836266
750,1,0.0004247940677551889,2250,1265622750,2250,185,1.0,0.07597535934291581
750,2,0.0004247940677551889,2250,1265622750,2250,189,1.0,0.07749077490774908
750,3,0.0004247940677551889,2250,1265622750,2250,182,1.0,0.07483552631578948
750,4,0.0004247940677551889,2250,1265622750,2250,171,1.0,0.07063197026022305
800,0,0.0004247940677551889,2400,1535997600,2400,219,1.0,0.0836197021764032
800,1,0.0004247940677551889,2400,1535997600,2398,227,0.9991666666666666,0.08647619047619047
800,2,0.0004247940677551889,2400,1535997600,2399,204,0.9995833333333334,0.07837111025739531
800,3,0.0004247940677551889,2400,1535997600,2400,251,1.0,0.0946812523576009
800,4,0.0004247940677551889,2400,1535997600,2399,218,0.9995833333333334,0.08330149025601834
850,0,0.0004247940677551889,2550,1842372450,2549,266,0.9996078431372549,0.09449378330373001
850,1,0.0004247940677551889,2550,1842372450,2550,254,1.0,0.0905848787446505
850,2,0.0004247940677551889,2550,1842372450,2550,293,1.0,0.10306014773126979
850,3,0.0004247940677551889,2550,1842372450,2550,286,1.0,0.1008462623413258
850,4,0.0004247940677551889,2550,1842372450,2550,294,1.0,0.10337552742616034
900,0,0.0004247940677551889,2700,2186997300,2699,313,0.9996296296296296,0.10391766268260293
900,1,0.0004247940677551889,2700,2186997300,2699,349,0.9996296296296296,0.114501312335958
900,2,0.0004247940677551889,2700,2186997300,2700,273,1.0,0.09182643794147326
900,3,0.0004247940677551889,2700,2186997300,2700,333,1.0,0.10979228486646884
900,4,0.0004247940677551889,2700,2186997300,2699,311,0.9996296296296296,0.10332225913621262
950,0,0.0004247940677551889,2850,2572122150,2850,328,1.0,0.10320956576463185
950,1,0.0004247940677551889,2850,2572122150,2849,420,0.9996491228070176,0.1284796573875803
950,2,0.0004247940677551889,2850,2572122150,2850,378,1.0,0.1171003717472119
950,3,0.0004247940677551889,2850,2572122150,2849,357,0.9996491228070176,0.11135371179039301
950,4,0.0004247940677551889,2850,2572122150,2850,387,1.0,0.1195551436515292
1000,0,0.0004247940677551889,3000,2999997000,3000,425,1.0,0.12408759124087591
1000,1,0.0004247940677551889,3000,2999997000,3000,458,1.0,0.1324465008675535
1000,2,0.0004247940677551889,3000,2999997000,3000,441,1.0,0.12816041848299914
1000,3,0.0004247940677551889,3000,2999997000,2999,438,0.9996666666666667,0.12743671806808263
1000,4,0.0004247940677551889,3000,2999997000,3000,449,1.0,0.13018266164105538
